confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,highDangerCount,midDangerCount,suspectedCount,suspectedCountIncr
883,0,875,0,1,0,20210611,7,0,0,0,14,0
883,0,875,0,1,0,20210612,7,0,0,0,14,0
883,0,875,0,1,0,20210613,7,0,0,0,14,0
883,0,875,0,1,0,20210614,7,0,0,0,14,0
883,0,875,0,1,0,20210615,7,0,0,0,14,0
883,0,875,0,1,0,20210616,7,0,0,0,14,0
883,0,875,0,1,0,20210617,7,0,0,0,14,0
883,0,875,0,1,0,20210618,7,0,0,0,14,0
883,0,875,0,1,0,20210619,7,0,0,0,14,0
883,0,875,0,1,0,20210620,7,0,0,0,14,0
883,0,875,0,1,0,20210621,7,0,0,0,14,0
883,0,875,0,1,0,20210622,7,0,0,0,14,0
883,0,875,0,1,0,20210623,7,0,0,0,14,0
883,0,875,0,1,0,20210624,7,0,0,0,14,0
883,0,875,0,1,0,20210625,7,0,0,0,14,0
883,0,875,0,1,0,20210626,7,0,0,0,14,0
883,0,875,0,1,0,20210627,7,0,0,0,14,0
883,0,875,0,1,0,20210628,7,0,0,0,14,0
883,0,875,0,1,0,20210629,7,0,0,0,14,0
883,0,876,1,0,-1,20210630,7,0,0,0,14,0
883,0,876,0,0,0,20210701,7,0,0,0,14,0
883,0,876,0,0,0,20210702,7,0,0,0,14,0
883,0,876,0,0,0,20210703,7,0,0,0,14,0
883,0,876,0,0,0,20210704,7,0,0,0,14,0
883,0,876,0,0,0,20210705,7,0,0,0,14,0
883,0,876,0,0,0,20210706,7,0,0,0,14,0
883,0,876,0,0,0,20210707,7,0,0,0,14,0
883,0,876,0,0,0,20210708,7,0,0,0,14,0
883,0,876,0,0,0,20210709,7,0,0,0,14,0
883,0,876,0,0,0,20210710,7,0,0,0,14,0
883,0,876,0,0,0,20210711,7,0,0,0,14,0
883,0,876,0,0,0,20210712,7,0,0,0,14,0
883,0,876,0,0,0,20210713,7,0,0,0,14,0
883,0,876,0,0,0,20210714,7,0,0,0,14,0
883,0,876,0,0,0,20210715,7,0,0,0,14,0
883,0,876,0,0,0,20210716,7,0,0,0,14,0
883,0,876,0,0,0,20210717,7,0,0,0,14,0
883,0,876,0,0,0,20210718,7,0,0,0,14,0
883,0,876,0,0,0,20210719,7,0,0,0,14,0
883,0,876,0,0,0,20210720,7,0,0,0,14,0
883,0,876,0,0,0,20210721,7,0,0,0,14,0
883,0,876,0,0,0,20210722,7,0,0,0,14,0
883,0,876,0,0,0,20210723,7,0,0,0,14,0
883,0,876,0,0,0,20210724,7,0,0,0,14,0
883,0,876,0,0,0,20210725,7,0,0,0,14,0
883,0,876,0,0,0,20210726,7,0,0,0,14,0
884,1,876,0,1,1,20210727,7,0,0,0,14,0
884,0,876,0,1,0,20210728,7,0,0,0,14,0
885,1,876,0,2,1,20210729,7,0,0,0,14,0
885,0,876,0,2,0,20210730,7,0,0,0,14,0
886,1,876,0,3,1,20210731,7,0,0,0,14,0
889,3,876,0,6,3,20210801,7,0,0,0,14,0
889,0,876,0,6,0,20210802,7,0,0,0,14,0
896,7,876,0,13,7,20210803,7,0,0,3,14,0
900,4,876,0,17,4,20210804,7,0,0,3,14,0
908,8,876,0,25,8,20210805,7,0,0,3,14,0
908,0,876,0,25,0,20210806,7,0,0,3,14,0
908,0,876,0,25,0,20210807,7,0,0,3,14,0
908,0,876,0,25,0,20210808,7,0,0,3,14,0
908,0,876,0,25,0,20210809,7,0,0,3,14,0
909,1,876,0,26,1,20210810,7,0,0,3,14,0
909,0,876,0,26,0,20210811,7,0,0,3,14,0
910,1,876,0,27,1,20210812,7,0,0,3,14,0
910,0,876,0,27,0,20210813,7,0,0,3,14,0
917,7,876,0,34,7,20210814,7,0,0,3,14,0
922,5,876,0,39,5,20210815,7,0,0,3,14,0
923,1,877,1,39,0,20210816,7,0,0,3,14,0
923,0,877,0,39,0,20210817,7,0,0,3,14,0
923,0,877,0,39,0,20210818,7,0,0,0,14,0
923,0,877,0,39,0,20210819,7,0,0,0,14,0
923,0,877,0,39,0,20210820,7,0,0,0,14,0
923,0,878,1,38,-1,20210821,7,0,0,0,14,0
923,0,880,2,36,-2,20210822,7,0,0,0,14,0
923,0,880,0,36,0,20210823,7,0,0,0,14,0
923,0,882,2,34,-2,20210824,7,0,0,0,14,0
923,0,882,0,34,0,20210825,7,0,0,0,14,0
923,0,882,0,34,0,20210826,7,0,0,0,14,0
923,0,883,1,33,-1,20210827,7,0,0,0,14,0
923,0,883,0,33,0,20210828,7,0,0,0,14,0
924,1,883,0,34,1,20210829,7,0,0,0,14,0
925,1,884,1,34,0,20210830,7,0,0,0,14,0
925,0,888,4,30,-4,20210831,7,0,0,0,14,0
925,0,890,2,28,-2,20210901,7,0,0,0,14,0
925,0,890,0,28,0,20210902,7,0,0,0,14,0
925,0,893,3,25,-3,20210903,7,0,0,0,14,0
925,0,894,1,24,-1,20210904,7,0,0,0,14,0
925,0,895,1,23,-1,20210905,7,0,0,0,14,0
926,1,897,2,22,-1,20210906,7,0,0,0,14,0
926,0,899,2,20,-2,20210907,7,0,0,0,14,0
926,0,899,0,20,0,20210908,7,0,0,0,14,0
927,1,901,2,19,-1,20210909,7,0,0,0,14,0
927,0,901,0,19,0,20210910,7,0,0,0,14,0
927,0,905,4,15,-4,20210911,7,0,0,0,14,0
927,0,905,0,15,0,20210912,7,0,0,0,14,0
927,0,905,0,15,0,20210913,7,0,0,0,14,0
928,1,906,1,15,0,20210914,7,0,0,0,14,0
929,1,908,2,14,-1,20210915,7,0,0,0,14,0
929,0,908,0,14,0,20210916,7,0,0,0,14,0
929,0,909,1,13,-1,20210917,7,0,0,0,14,0
929,0,910,1,12,-1,20210918,7,0,0,0,14,0
930,1,910,0,13,1,20210919,7,0,0,0,14,0
930,0,910,0,13,0,20210920,7,0,0,0,14,0
930,0,910,0,13,0,20210921,7,0,0,0,14,0
930,0,911,1,12,-1,20210922,7,0,0,0,14,0
930,0,911,0,12,0,20210923,7,0,0,0,14,0
930,0,911,0,12,0,20210924,7,0,0,0,14,0
931,1,911,0,13,1,20210925,7,0,0,0,14,0
932,1,911,0,14,1,20210926,7,0,0,0,14,0
932,0,913,2,12,-2,20210927,7,0,0,0,14,0
932,0,914,1,11,-1,20210928,7,0,0,0,14,0
933,1,914,0,12,1,20210929,7,0,0,0,14,0
933,0,914,0,12,0,20210930,7,0,0,0,14,0
933,0,914,0,12,0,20211001,7,0,0,0,14,0
933,0,914,0,12,0,20211002,7,0,0,0,14,0
937,4,914,0,16,4,20211003,7,0,0,0,14,0
941,4,914,0,20,4,20211004,7,0,0,0,14,0
942,1,916,2,19,-1,20211005,7,0,0,0,14,0
945,3,916,0,22,3,20211006,7,0,0,0,14,0
947,2,918,2,22,0,20211007,7,0,0,0,14,0
948,1,918,0,23,1,20211008,7,0,0,0,14,0
950,2,918,0,25,2,20211009,7,0,0,0,14,0
954,4,919,1,28,3,20211010,7,0,0,0,14,0
954,0,919,0,28,0,20211011,7,0,0,0,14,0
955,1,921,2,27,-1,20211012,7,0,0,0,14,0
957,2,923,2,27,0,20211013,7,0,0,0,14,0
957,0,925,2,25,-2,20211014,7,0,0,0,14,0
957,0,925,0,25,0,20211015,7,0,0,0,14,0
958,1,925,0,26,1,20211016,7,0,0,0,14,0
962,4,928,3,27,1,20211017,7,0,0,0,14,0
962,0,929,1,26,-1,20211018,7,0,0,0,14,0
962,0,931,2,24,-2,20211019,7,0,0,0,14,0
962,0,931,0,24,0,20211020,7,0,0,0,14,0
964,2,932,1,25,1,20211021,7,0,0,0,14,0
965,1,933,1,25,0,20211022,7,0,0,0,14,0
965,0,933,0,25,0,20211023,7,0,0,0,14,0
966,1,934,1,25,0,20211024,7,0,0,0,14,0
968,2,935,1,26,1,20211025,7,0,0,0,14,0
973,5,936,1,30,4,20211026,7,0,0,0,14,0
974,1,936,0,31,1,20211027,7,0,0,1,14,0
974,0,937,1,30,-1,20211028,7,0,0,1,14,0
974,0,938,1,29,-1,20211029,7,0,0,1,14,0
978,4,940,2,31,2,20211030,7,0,0,1,14,0
982,4,940,0,35,4,20211031,7,0,0,1,14,0
985,3,941,1,37,2,20211101,7,0,0,1,14,0
986,1,941,0,38,1,20211102,7,0,0,1,14,0
988,2,942,1,39,1,20211103,7,0,0,1,14,0
988,0,944,2,37,-2,20211104,7,0,0,1,14,0
988,0,944,0,37,0,20211105,7,0,0,1,14,0
989,1,947,3,35,-2,20211106,7,0,0,1,14,0
990,1,949,2,34,-1,20211107,7,0,0,1,14,0
990,0,949,0,34,0,20211108,7,0,0,1,14,0
993,3,950,1,36,2,20211109,7,0,0,1,14,0
993,0,951,1,35,-1,20211110,7,0,0,1,14,0
993,0,953,2,33,-2,20211111,7,0,0,1,14,0
993,0,955,2,31,-2,20211112,7,0,0,1,14,0
995,2,957,2,31,0,20211113,7,0,0,0,14,0
998,3,958,1,33,2,20211114,7,0,0,0,14,0
998,0,961,3,30,-3,20211115,7,0,0,0,14,0
998,0,962,1,29,-1,20211116,7,0,0,0,14,0
998,0,962,0,29,0,20211117,7,0,0,0,14,0
1000,2,962,0,31,2,20211118,7,0,0,0,14,0
1000,0,962,0,31,0,20211119,7,0,0,0,14,0
1004,4,965,3,32,1,20211120,7,0,0,0,14,0
1011,7,970,5,34,2,20211121,7,0,0,0,14,0
1011,0,971,1,33,-1,20211122,7,0,0,0,14,0
1011,0,973,2,31,-2,20211123,7,0,0,0,14,0
1013,2,975,2,31,0,20211124,7,0,0,0,14,0
1013,0,976,1,30,-1,20211125,7,0,0,0,14,0
1015,2,978,2,30,0,20211126,7,0,0,0,14,0
1017,2,979,1,31,1,20211127,7,0,0,0,14,0
1020,3,980,1,33,2,20211128,7,0,0,0,14,0
1021,1,982,2,32,-1,20211129,7,0,0,0,14,0
1021,0,984,2,30,-2,20211130,7,0,0,0,14,0
1021,0,984,0,30,0,20211201,7,0,0,0,14,0
1021,0,985,1,29,-1,20211202,7,0,0,0,14,0
1021,0,985,0,29,0,20211203,7,0,0,0,14,0
1021,0,985,0,29,0,20211204,7,0,0,0,14,0
1022,1,985,0,30,1,20211205,7,0,0,0,14,0
1023,1,986,1,30,0,20211206,7,0,0,0,14,0
1023,0,987,1,29,-1,20211207,7,0,0,0,14,0
1023,0,987,0,29,0,20211208,7,0,0,0,14,0
1026,3,987,0,32,3,20211209,7,0,0,0,14,0
1033,7,988,1,38,6,20211210,7,0,0,0,14,0
1035,2,991,3,37,-1,20211211,7,0,0,0,14,0
1035,0,993,2,35,-2,20211212,7,0,0,0,14,0
1035,0,995,2,33,-2,20211213,7,0,0,0,14,0
1036,1,996,1,33,0,20211214,7,0,0,0,14,0
1036,0,999,3,30,-3,20211215,7,0,0,0,14,0
1036,0,999,0,30,0,20211216,7,0,0,0,14,0
1037,1,1000,1,30,0,20211217,7,0,0,0,14,0
1037,0,1002,2,28,-2,20211218,7,0,0,0,14,0
1037,0,1002,0,28,0,20211219,7,0,0,0,14,0
1037,0,1002,0,28,0,20211220,7,0,0,0,14,0
1037,0,1002,0,28,0,20211221,7,0,0,0,14,0
1037,0,1002,0,28,0,20211222,7,0,0,0,14,0
1037,0,1002,0,28,0,20211223,7,0,0,0,14,0
1038,1,1002,0,29,1,20211224,7,0,0,0,14,0
1038,0,1002,0,29,0,20211225,7,0,0,0,14,0
1038,0,1002,0,29,0,20211226,7,0,0,0,14,0
1040,2,1005,3,28,-1,20211227,7,0,0,0,14,0
1041,1,1006,1,28,0,20211228,7,0,0,0,14,0
1042,1,1008,2,27,-1,20211229,7,0,0,0,14,0
1042,0,1010,2,25,-2,20211230,7,0,0,0,14,0
1043,1,1012,2,24,-1,20211231,7,0,0,0,14,0
1045,2,1012,0,26,2,20220101,7,0,0,0,14,0
1046,1,1014,2,25,-1,20220102,7,0,0,0,14,0
1047,1,1016,2,24,-1,20220103,7,0,0,0,14,0
1048,1,1018,2,23,-1,20220104,7,0,0,0,14,0
1049,1,1018,0,24,1,20220105,7,0,0,0,14,0
1049,0,1018,0,24,0,20220106,7,0,0,0,14,0
1049,0,1018,0,24,0,20220107,7,0,0,0,14,0
1050,1,1018,0,25,1,20220108,7,0,0,0,14,0
1050,0,1020,2,23,-2,20220109,7,0,0,0,14,0
1050,0,1020,0,23,0,20220110,7,0,0,0,14,0
1050,0,1021,1,22,-1,20220111,7,0,0,0,14,0
1050,0,1023,2,20,-2,20220112,7,0,0,0,14,0
1050,0,1023,0,20,0,20220113,7,0,0,0,14,0
1053,3,1026,3,20,0,20220114,7,0,0,0,14,0
1053,0,1028,2,18,-2,20220115,7,0,0,0,14,0
1054,1,1030,2,17,-1,20220116,7,0,0,0,14,0
1054,0,1031,1,16,-1,20220117,7,0,0,0,14,0
1058,4,1033,2,18,2,20220118,7,0,0,0,14,0
1058,0,1033,0,18,0,20220119,7,0,0,0,14,0
1064,6,1036,3,21,3,20220120,7,0,0,0,14,0
1065,1,1036,0,22,1,20220121,7,0,0,0,14,0
1070,5,1037,1,26,4,20220122,7,0,0,0,14,0
1070,0,1037,0,26,0,20220123,7,0,0,0,14,0
1070,0,1037,0,26,0,20220124,7,0,0,0,14,0
1070,0,1038,1,25,-1,20220125,7,0,0,0,14,0
1070,0,1038,0,25,0,20220126,7,0,0,0,14,0
1072,2,1039,1,26,1,20220127,7,0,0,0,14,0
1072,0,1040,1,25,-1,20220128,7,0,0,0,14,0
1072,0,1042,2,23,-2,20220129,7,0,0,0,14,0
1072,0,1042,0,23,0,20220130,7,0,0,0,14,0
1075,3,1042,0,26,3,20220131,7,0,0,0,14,0
1075,0,1042,0,26,0,20220201,7,0,0,0,14,0
1075,0,1042,0,26,0,20220202,7,0,0,0,14,0
1075,0,1043,1,25,-1,20220203,7,0,0,0,14,0
1075,0,1044,1,24,-1,20220204,7,0,0,0,14,0
1075,0,1046,2,22,-2,20220205,7,0,0,0,14,0
1075,0,1048,2,20,-2,20220206,7,0,0,0,14,0
1075,0,1048,0,20,0,20220207,7,0,0,0,14,0
1075,0,1048,0,20,0,20220208,7,0,0,0,14,0
1075,0,1050,2,18,-2,20220209,7,0,0,0,14,0
1076,1,1051,1,18,0,20220210,7,0,0,0,14,0
1079,3,1051,0,21,3,20220211,7,0,0,0,14,0
1080,1,1052,1,21,0,20220212,7,0,0,0,14,0
1094,14,1052,0,35,14,20220213,7,0,0,0,14,0
1096,2,1054,2,35,0,20220214,7,0,0,0,14,0
1099,3,1054,0,38,3,20220215,7,0,0,0,14,0
1108,9,1056,2,45,7,20220216,7,0,0,0,14,0
1110,2,1058,2,45,0,20220217,7,0,0,0,14,0
1111,1,1060,2,44,-1,20220218,7,0,0,0,14,0
1114,3,1060,0,47,3,20220219,7,0,0,0,14,0
1114,0,1063,3,44,-3,20220220,7,0,0,0,14,0
1115,1,1066,3,42,-2,20220221,7,0,0,0,14,0
1117,2,1068,2,42,0,20220222,7,0,0,0,14,0
1117,0,1072,4,38,-4,20220223,7,0,0,0,14,0
1119,2,1072,0,40,2,20220224,7,0,0,0,14,0
1123,4,1073,1,43,3,20220225,7,0,0,0,14,0
1125,2,1078,5,40,-3,20220226,7,0,0,0,14,0
1129,4,1080,2,42,2,20220227,7,0,0,0,14,0
1132,3,1084,4,41,-1,20220228,7,0,0,0,14,0
1138,6,1087,3,44,3,20220301,7,0,0,0,14,0
1138,0,1087,0,44,0,20220302,7,0,0,1,14,0
1144,6,1090,3,47,3,20220303,7,0,0,1,14,0
1158,14,1092,2,59,12,20220304,7,0,0,1,14,0
1248,90,1093,1,148,89,20220305,7,0,1,1,14,0
1295,47,1096,3,192,44,20220306,7,0,1,1,14,0
1337,42,1097,1,233,41,20220307,7,0,2,4,14,0
1398,61,1101,4,290,57,20220308,7,0,3,7,14,0
1464,66,1101,0,356,66,20220309,7,0,4,13,14,0
1585,121,1103,2,475,119,20220310,7,0,4,15,14,0
1751,166,1107,4,637,162,20220311,7,0,5,15,14,0
1937,186,1108,1,822,185,20220312,7,0,5,15,14,0
2033,96,1108,0,918,96,20220313,7,0,5,36,14,0
2148,115,1113,5,1028,110,20220314,7,0,5,37,14,0
2234,86,1117,4,1110,82,20220315,7,0,7,48,14,0
2276,42,1123,6,1146,36,20220316,7,0,7,48,14,0
2340,64,1124,1,1209,63,20220317,7,0,7,50,14,0
2384,44,1157,33,1220,11,20220318,7,0,7,51,14,0
2441,57,1189,32,1245,25,20220319,7,0,7,52,14,0
2457,16,1193,4,1257,12,20220320,7,0,7,52,14,0
2482,25,1348,155,1127,-130,20220321,7,0,7,52,14,0
2506,24,1447,99,1052,-75,20220322,7,0,10,55,14,0
2522,16,1617,170,898,-154,20220323,7,0,10,54,14,0
2535,13,1621,4,907,9,20220324,7,0,11,53,14,0
2543,8,1705,84,831,-76,20220325,7,0,11,53,14,0
2548,5,1788,83,753,-78,20220326,7,0,10,36,14,0
2556,8,1868,80,681,-72,20220327,7,0,10,31,14,0
2569,13,1910,42,652,-29,20220328,7,0,10,28,14,0
2574,5,1936,26,631,-21,20220329,7,0,10,23,14,0
2576,2,2021,85,548,-83,20220330,7,0,9,22,14,0
2580,4,2066,45,507,-41,20220331,7,0,9,18,14,0
2590,10,2085,19,498,-9,20220401,7,0,9,18,14,0
2590,0,2085,0,498,0,20220402,7,0,9,18,14,0
2603,13,2173,88,423,-75,20220403,7,0,6,8,14,0
2623,20,2204,31,412,-11,20220404,7,0,6,8,14,0
