小区名称,经度,纬度,街道名称,住户人数,建筑面积,机构名称
龙港街道北皂社区北皂小区,120.36041962146946,37.68652159970817,龙港街道,1420.0,213,北皂社区日间照料中心
龙港街道北皂社区新港路小区,120.33106308723391,37.67442488234168,龙港街道,120.0,18,北皂社区日间照料中心
龙港街道金海湾社区金海湾社区,120.31881909330238,37.68439436205944,龙港街道,330.0,49.5,北皂社区日间照料中心
龙港街道百电社区新港路小区,120.33106308723391,37.67442488234168,龙港街道,696.0,104.4,北皂社区日间照料中心
龙港街道百电社区金沙南区,120.33105877536748,37.668446544951045,龙港街道,230.0,34.5,北皂社区日间照料中心
龙港街道百电社区金沙北区,120.33054449546302,37.67159408352404,龙港街道,820.0,123,北皂社区日间照料中心
龙港街道和平社区船检家属楼,120.32675499366916,37.67067735663744,龙港街道,12.0,1.8,和平社区日间照料中心
龙港街道和平社区氯碱厂家属楼,120.346468038594,37.640949952868425,龙港街道,40.0,6,和平社区日间照料中心
龙港街道和平社区外贸楼,120.346468038594,37.640949952868425,龙港街道,76.0,11.4,和平社区日间照料中心
龙港街道和平社区邹刘街东头楼,120.34796569354022,37.65917245589457,龙港街道,32.0,4.8,和平社区日间照料中心
龙港街道和平社区供电所家属楼,120.33968421504376,37.61175411145437,龙港街道,44.0,6.6,和平社区日间照料中心
龙港街道和平社区棉纺厂老楼,120.34330932692926,37.63789347535457,龙港街道,30.0,4.5,和平社区日间照料中心
龙港街道和平社区气象站家属楼,120.346468038594,37.640949952868425,龙港街道,16.0,2.4,和平社区日间照料中心
龙港街道和平社区公安家属楼,120.346468038594,37.640949952868425,龙港街道,32.0,4.8,和平社区日间照料中心
龙港街道和平社区第二军休所,120.346468038594,37.640949952868425,龙港街道,24.0,3.6,和平社区日间照料中心
龙港街道和平社区商业楼,120.346468038594,37.640949952868425,龙港街道,80.0,12,和平社区日间照料中心
龙港街道和平社区隆基楼,120.34366739150552,37.66218605776214,龙港街道,56.0,8.4,和平社区日间照料中心
龙港街道和平社区矿上楼,120.346468038594,37.640949952868425,龙港街道,16.0,2.4,和平社区日间照料中心
龙港街道和平社区五金厂楼,120.346468038594,37.640949952868425,龙港街道,10.0,1.5,和平社区日间照料中心
龙港街道和平社区教师楼,120.346468038594,37.640949952868425,龙港街道,80.0,12,和平社区日间照料中心
龙港街道和平社区农行楼,120.346468038594,37.640949952868425,龙港街道,40.0,6,和平社区日间照料中心
龙港街道和平社区石油公司楼,120.346468038594,37.640949952868425,龙港街道,30.0,4.5,和平社区日间照料中心
龙港街道和平社区劳动局楼,120.346468038594,37.640949952868425,龙港街道,32.0,4.8,和平社区日间照料中心
龙港街道和平社区建筑公司楼,120.346468038594,37.640949952868425,龙港街道,60.0,9,和平社区日间照料中心
龙港街道和平社区青云小区,120.34649597589537,37.63585163343273,龙港街道,64.0,9.6,和平社区日间照料中心
龙港街道河北嘉元社区玻璃厂小区,120.32679990894468,37.67728013431162,龙港街道,174.0,26.1,逄家社区日间照料中心
龙港街道河北嘉元社区造纸厂小区,120.33464687706598,37.67011666090792,龙港街道,250.0,37.5,逄家社区日间照料中心
龙港街道河北嘉元社区金沙路小区,120.3349176263467,37.6385965085596,龙港街道,90.0,13.5,逄家社区日间照料中心
龙港街道河北嘉元社区金沙路二区,120.33728142746564,37.67047077374868,龙港街道,76.0,11.4,逄家社区日间照料中心
龙港街道河北嘉元社区振兴路小区,120.3349176263467,37.6385965085596,龙港街道,78.0,11.7,逄家社区日间照料中心
龙港街道河北嘉元社区河北路木材小区,120.34512641931484,37.66531743911703,龙港街道,244.0,36.6,逄家社区日间照料中心
龙港街道河北嘉元社区康泰路一区,120.34101856692416,37.66691895266118,龙港街道,237.0,35.55,逄家社区日间照料中心
龙港街道河北嘉元社区康泰路二区,120.34090362589968,37.6677895520487,龙港街道,96.0,14.4,逄家社区日间照料中心
龙港街道河北嘉元社区二院家属楼,120.3349176263467,37.6385965085596,龙港街道,40.0,6,逄家社区日间照料中心
龙港街道河北嘉元社区房产南北楼,120.3349176263467,37.6385965085596,龙港街道,40.0,6,逄家社区日间照料中心
龙港街道河北嘉元社区疗养院楼,120.3349176263467,37.6385965085596,龙港街道,40.0,6,逄家社区日间照料中心
龙港街道河北嘉元社区招远金矿楼,120.3349176263467,37.6385965085596,龙港街道,12.0,1.8,逄家社区日间照料中心
龙港街道河北嘉元社区转播台院,120.34091318681192,37.66680631251469,龙港街道,25.0,3.75,逄家社区日间照料中心
龙港街道河北嘉元社区港湾新村,120.33886810448791,37.66910358457369,龙港街道,551.0,82.65,逄家社区日间照料中心
龙港街道花苑社区人民银行宿舍楼,120.3349176263467,37.6385965085596,龙港街道,36.0,5.4,花苑社区日间照料中心
龙港街道花苑社区老政府家属北楼,120.3349176263467,37.6385965085596,龙港街道,30.0,4.5,花苑社区日间照料中心
龙港街道花苑社区老政府家属楼,120.3349176263467,37.6385965085596,龙港街道,21.0,3.15,花苑社区日间照料中心
龙港街道花苑社区隆基小区,120.34189683134537,37.66300398045611,龙港街道,304.0,45.6,花苑社区日间照料中心
龙港街道花苑社区塔北小区,120.3349176263467,37.6385965085596,龙港街道,376.0,56.4,花苑社区日间照料中心
龙口国际海员俱乐部家属楼,120.3382230313012,37.65799303464153,龙港街道,60.0,9,花苑社区日间照料中心
龙口市家具厂（滨河小区）,120.33935130302174,37.66335284282332,龙港街道,180.0,27,花苑社区日间照料中心
龙港街道花苑社区花苑北区一期,120.3349176263467,37.6385965085596,龙港街道,780.0,117,花苑社区日间照料中心
龙港街道花苑社区花苑小区二区,120.3349176263467,37.6385965085596,龙港街道,673.0,100.95,逄家社区日间照料中心
花苑北区三期,120.4883680600027,37.65203550442397,龙港街道,284.0,42.6,逄家社区日间照料中心
龙港街道花苑社区塔南小区,120.3349176263467,37.6385965085596,龙港街道,270.0,40.5,逄家社区日间照料中心
龙港街道花苑社区丽港小区,120.33775977514972,37.66003647674259,龙港街道,112.0,16.8,逄家社区日间照料中心
龙港街道新港路社区新港小区,120.33106308723391,37.67442488234168,龙港街道,93.0,13.95,北皂社区日间照料中心
龙港街道新港路社区金龙公寓,120.32862751150472,37.67363336357353,龙港街道,586.0,87.9,北皂社区日间照料中心
龙港街道新港路社区玻璃厂,120.32679990894468,37.67728013431162,龙港街道,102.0,15.3,北皂社区日间照料中心
龙港街道新港路社区口岸办、海事处小区,120.3269725632637,37.67051433258093,龙港街道,62.0,9.3,北皂社区日间照料中心
龙港街道新港路社区东方食品冷藏小区,120.32292443931352,37.67914618452203,龙港街道,48.0,7.2,北皂社区日间照料中心
龙港街道新港路社区新港路北小区,120.33106308723391,37.67442488234168,龙港街道,438.0,65.7,北皂社区日间照料中心
龙港街道新港路社区边防检查站小区,120.3343291464071,37.67456026440136,龙港街道,24.0,3.6,北皂社区日间照料中心
龙港街道新港路社区商检小区,120.33705864769917,37.67483324128839,龙港街道,16.0,2.4,北皂社区日间照料中心
龙港街道新港路社区建行小区,120.33178667232222,37.67114864622808,龙港街道,14.0,2.1,北皂社区日间照料中心
龙港街道新港路社区林场小区,120.33705864769917,37.67483324128839,龙港街道,106.0,15.9,北皂社区日间照料中心
龙港街道梁家社区梁家东西区,120.373171786828,37.67020906317264,龙港街道,1239.0,185.85,逄家社区日间照料中心
龙港街道梁家社区康泰路小区,120.34174402957812,37.66913500464562,龙港街道,410.0,61.5,逄家社区日间照料中心
龙港街道龙海社区龙海社区,120.33385205635076,37.63127444710426,龙港街道,1841.0,276.15,北皂社区日间照料中心
龙港街道新港路社区海迪小区,120.33865754167638,37.65198057794101,龙港街道,46.0,6.9,北皂社区日间照料中心
龙港街道浅海社区胜海花园,120.26959805983306,37.6869081883444,龙港街道,1072.0,160.8,胜利社区日间照料中心
龙港街道红光社区水产隆海家苑,120.33527164854816,37.646099778818304,龙港街道,164.0,24.6,和平社区日间照料中心
龙港街道红光社区防疫站,120.33870146881584,37.65077939908237,龙港街道,12.0,1.8,和平社区日间照料中心
龙港街道红光社区悦港小区,120.33812834990046,37.653401367882886,龙港街道,171.0,25.65,和平社区日间照料中心
水产通海家苑（15#-25#）,120.33694905442697,37.646200068697176,龙港街道,321.0,48.15,和平社区日间照料中心
龙港街道红光社区水产佳海家苑,120.33870146881584,37.65077939908237,龙港街道,92.0,13.8,和平社区日间照料中心
龙港街道红光社区城建开发楼,120.33870146881584,37.65077939908237,龙港街道,20.0,3,和平社区日间照料中心
龙港街道红光社区海滨小区,120.33865754167638,37.65198057794101,龙港街道,320.0,48,和平社区日间照料中心
龙港街道红光社区云龙小区,120.34100346651567,37.65598124719402,龙港街道,412.0,61.8,和平社区日间照料中心
龙港街道红光社区大连开发楼,120.33870146881584,37.65077939908237,龙港街道,10.0,1.5,和平社区日间照料中心
龙港街道红光社区电业小区（和平开发楼、红光开发楼、电业家属楼）,120.33870146881584,37.65077939908237,龙港街道,80.0,12,和平社区日间照料中心
龙港街道红光社区商检1#、2#楼,120.33870146881584,37.65077939908237,龙港街道,20.0,3,和平社区日间照料中心
龙港街道红光社区商检3#楼,120.33870146881584,37.65077939908237,龙港街道,20.0,3,和平社区日间照料中心
龙港街道红光社区酒厂家属楼,120.33870146881584,37.65077939908237,龙港街道,20.0,3,和平社区日间照料中心
龙港街道红光社区工行家属楼,120.33899880793965,37.65697386347765,龙港街道,24.0,3.6,和平社区日间照料中心
龙港街道红光社区中行家属楼,120.3396214234886,37.65555542799041,龙港街道,36.0,5.4,和平社区日间照料中心
龙港街道红光社区渔港小区,120.3377766632933,37.6485740559723,龙港街道,180.0,27,和平社区日间照料中心
龙港街道红光社区水产裕海家苑（28#-30#）,120.3371898901342,37.65302460266016,龙港街道,155.0,23.25,和平社区日间照料中心
龙港街道红光社区水产37#楼,120.33870146881584,37.65077939908237,龙港街道,12.0,1.8,和平社区日间照料中心
龙港街道红光社区新建行家属楼,120.33870146881584,37.65077939908237,龙港街道,48.0,7.2,和平社区日间照料中心
龙港街道红光社区旧建行家属楼,120.3389508384254,37.65488298288744,龙港街道,34.0,5.1,和平社区日间照料中心
龙港街道央各庄社区外贸粮油,120.34043546794172,37.63808200407184,龙港街道,24.0,3.6,和平社区日间照料中心
龙港街道央各庄社区外贸小区,120.34043546794172,37.63808200407184,龙港街道,114.0,17.1,和平社区日间照料中心
龙港街道央各庄社区水产静海,120.34043546794172,37.63808200407184,龙港街道,108.0,16.2,和平社区日间照料中心
龙港街道央各庄社区冷藏干部楼,120.34043546794172,37.63808200407184,龙港街道,30.0,4.5,和平社区日间照料中心
龙港街道央各庄社区百福小区,120.3341786802342,37.64174282321089,龙港街道,100.0,15,和平社区日间照料中心
龙港街道央各庄社区外运小区,120.34043546794172,37.63808200407184,龙港街道,24.0,3.6,和平社区日间照料中心
龙港街道央各庄社区水建,120.34043546794172,37.63808200407184,龙港街道,16.0,2.4,和平社区日间照料中心
龙港街道央各庄社区32户,120.34043546794172,37.63808200407184,龙港街道,32.0,4.8,和平社区日间照料中心
龙港街道央各庄社区邮局网通,120.34043546794172,37.63808200407184,龙港街道,54.0,8.1,和平社区日间照料中心
龙港街道央各庄社区二中队,120.34043546794172,37.63808200407184,龙港街道,70.0,10.5,和平社区日间照料中心
龙港街道央各庄社区央格庄40户,120.34043546794172,37.63808200407184,龙港街道,40.0,6,和平社区日间照料中心
龙港街道央各庄社区芙蓉北区,120.3375458886078,37.63630700030363,龙港街道,148.0,22.2,和平社区日间照料中心
龙港街道央各庄社区芙蓉南区,120.34043546794172,37.63808200407184,龙港街道,300.0,45,和平社区日间照料中心
龙港街道央各庄社区海关,120.34043546794172,37.63808200407184,龙港街道,40.0,6,和平社区日间照料中心
龙港街道央各庄社区点式工行楼,120.33639264399407,37.640082136173966,龙港街道,30.0,4.5,和平社区日间照料中心
龙港街道央各庄社区水文站,120.34043546794172,37.63808200407184,龙港街道,16.0,2.4,和平社区日间照料中心
龙港街道央各庄社区针织厂南区,120.34043546794172,37.63808200407184,龙港街道,72.0,10.8,和平社区日间照料中心
龙港街道央各庄社区针织厂北区,120.34043546794172,37.63808200407184,龙港街道,256.0,38.4,和平社区日间照料中心
龙港街道央各庄社区酒厂,120.34043546794172,37.63808200407184,龙港街道,32.0,4.8,和平社区日间照料中心
龙港街道央各庄社区水产隆海,120.34043546794172,37.63808200407184,龙港街道,116.0,17.4,和平社区日间照料中心
龙港街道央各庄社区水校35、36号,120.34043546794172,37.63808200407184,龙港街道,70.0,10.5,和平社区日间照料中心
龙港街道央各庄社区水产将军楼,120.34043546794172,37.63808200407184,龙港街道,108.0,16.2,和平社区日间照料中心
龙港街道央各庄社区水产26.27号,120.34043546794172,37.63808200407184,龙港街道,72.0,10.8,和平社区日间照料中心
龙港街道央各庄社区红光商城,120.33959321669558,37.643628704501005,龙港街道,104.0,15.6,和平社区日间照料中心
龙港街道央各庄社区冷藏小区,120.34043546794172,37.63808200407184,龙港街道,108.0,16.2,和平社区日间照料中心
龙港街道央各庄社区怡海工行楼,120.33639264399407,37.640082136173966,龙港街道,8.0,1.2,和平社区日间照料中心
龙港街道新龙家苑社区六中家属楼,120.33808397360826,37.63035700378557,龙港街道,40.0,6,和平社区日间照料中心
龙港街道港湾名城,120.35598199225016,37.64063891733927,龙港街道,1482.0,222.3,逄家社区日间照料中心
东莱街道中韵家苑,120.53062767492244,37.66513005131493,东莱街道,908.0,136.2,遇家日间照料中心
东莱街道开元小区,120.53391888664991,37.66024237474248,东莱街道,425.0,63.75,遇家日间照料中心
龙港街道海岸华府,120.32431007556266,37.62476021643918,龙港街道,3300.0,495,胜利社区日间照料中心
龙港街道西海岸,120.32533369469128,37.6304684607908,龙港街道,3377.0,506.55,龙港日间照料中心
龙港街道海韵小区,120.33938993015866,37.648996129825605,龙港街道,456.0,68.4,逄家社区日间照料中心
龙港街道怡海小区,120.42774905673112,37.70714774410575,龙港街道,452.0,67.8,逄家社区日间照料中心
龙港街道隆基花城,120.34189683134537,37.66300398045611,龙港街道,203.0,30.45,逄家社区日间照料中心
东莱街道东方怡景小区,120.54349877593052,37.64868112824497,东莱街道,121.0,18.15,遇家日间照料中心
新嘉街道万豪·伊顿,120.47078507710314,37.64537510181018,新嘉街道,1655.0,248.25,新嘉日间照料中心
东莱街道财源佳园,120.5369027880624,37.64060655642445,东莱街道,550.0,82.5,润新社区养老服务中心
东莱街道沁园南区,120.54605077205382,37.64285199871004,东莱街道,170.0,25.5,林苑社区养老服务中心
东莱街道博士小区,120.52473694671022,37.66033707477385,东莱街道,922.0,138.3,遇家日间照料中心
东莱街道松青苑,120.5214859790696,37.65667925110464,东莱街道,372.0,55.8,恒康日间照料中心
东莱街道龙门花园,120.50891500193242,37.651916937452434,东莱街道,1396.0,209.4,恒康日间照料中心
龙港街道中韵花园,120.3365552372914,37.64487078812228,龙港街道,938.0,140.7,胜利社区日间照料中心
东莱街道阳光花园小区,120.50953303612329,37.65525202494863,东莱街道,756.0,113.4,恒康日间照料中心
龙港街道星海国际,120.33812251091464,37.62749771673649,龙港街道,1121.0,168.15,逄家社区日间照料中心
龙港街道阳光康城,120.34110003435802,37.64820790905224,龙港街道,412.0,61.8,逄家社区日间照料中心
龙港街道龙中家园,120.3389867706458,37.63929646321375,龙港街道,148.0,22.2,逄家社区日间照料中心
烟台市莱州市城港路街道玉皇苑社区玉皇苑小区,119.94974407621991,37.21970838826581,,976.0,800,共玉皇苑社区老年人日间照料中心
烟台市莱州市城港路街道玉皇苑社区开建小区,119.95044394604275,37.216424221318206,,730.0,800,共玉皇苑社区老年人日间照料中心
烟台市莱州市城港路街道玉皇苑社区乐苑小区,119.95177415684192,37.220343910219206,,415.0,800,共玉皇苑社区老年人日间照料中心
烟台市莱州市城港路街道玉皇苑社区城市丽景小区,119.94916071662172,37.217788929746575,,180.0,800,共玉皇苑社区老年人日间照料中心
烟台市莱州市城港路街道玉皇苑社区建发小区,119.94974407621991,37.21970838826581,,228.0,800,共玉皇苑社区老年人日间照料中心
烟台市烟台市莱州市城港路街道北苑社区粮建小区,119.95882540594248,37.20863768650186,,1828.0,360,北苑社区老年人日间照料中心
烟台市莱州市城港路街道北苑社区开元小区,119.9616539903323,37.20937497471507,,240.0,360,北苑社区老年人日间照料中心
烟台市莱州市程郭镇坊苑社区坊苑小区,119.96662682997444,37.20337823458623,,1450.0,800,坊苑社区老年人日间照料中心
烟台市莱州市程郭镇坊苑社区紫景花园小区,119.96638177223132,37.20082662699416,,986.0,800,坊苑社区老年人日间照料中心
烟台市莱州市程郭镇坊苑社区交通小区,119.96666366050036,37.20189031041924,,312.0,800,坊苑社区老年人日间照料中心
烟台市莱州市永安路街道泛华社区,119.9414995180799,37.18217730236106,,256.0,1270,镁矿社区老年人日间照料中心
烟台市莱州市文昌路街道碑坡社区文苑世家,119.9706472861149,37.1883680024047,,950.0,1100,碑坡社区老年人日间照料中心
烟台市莱州市文昌路街道碑坡社区博雅花园,119.97685457718885,37.1894674396347,,336.0,1100,碑坡社区老年人日间照料中心
烟台市莱州市文昌路街道云峰社区东小区,119.98116329956746,37.18056625640486,,1420.0,752,西岭子社区老年人日间照料中心
烟台市莱州市文昌路街道云峰社区云峰小区,119.96344242677212,37.18153520266772,,744.0,752,西岭子社区老年人日间照料中心
烟台市莱州市文昌路街道云峰社区元通小区,119.96722698788564,37.18154188749082,,96.0,752,西岭子社区老年人日间照料中心
烟台市莱州市文昌路街道云峰社区合众小区,119.96552335148598,37.18075889657129,,160.0,752,西岭子社区老年人日间照料中心
烟台市莱州市文昌路街道云峰社区鑫盛家园,119.964682268037,37.17624990854094,,480.0,752,西岭子社区老年人日间照料中心
烟台市莱州市文昌路街道云峰社区自来水家属楼,119.98116329956746,37.18056625640486,,80.0,752,西岭子社区老年人日间照料中心
烟台市莱州市文昌路街道明苑社区云峰名苑,119.97554179351656,37.18436642343952,,720.0,300,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道明苑社区尚东城,119.96676238427592,37.18631462700093,,420.0,300,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道明苑社区云峰名苑D区,119.97827165413084,37.18071425872608,,748.0,300,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道明苑社区云峰花园,119.98116329956746,37.18056625640486,,802.0,300,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区玫瑰苑东区,119.9547894091167,37.19859874976591,,474.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区玫瑰苑西区,119.9547894091167,37.19859874976591,,242.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区宏福苑,119.94841539254011,37.19748967306853,,318.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区财政局,119.95312592697331,37.194887773420966,,60.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区工艺绣品厂,119.95409735455182,37.19540521405938,,117.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区法院,119.94922117258255,37.17527758715232,,92.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区农行院内,119.9474789988765,37.18766773792967,,77.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区新城矿,119.94922117258255,37.17527758715232,,60.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区农信社,119.94922117258255,37.17527758715232,,90.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区审计局,119.94919862511426,37.195235393310845,,80.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区静虹公寓,119.94801124489118,37.19849785342719,,60.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区燃料公司,119.94922117258255,37.17527758715232,,30.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区恒丰银行,119.94756254128892,37.19696527593427,,78.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区粮食局,119.95155299402536,37.19536496880467,,60.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区房产公寓,119.95166501272246,37.19581140245448,,376.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区物资局,119.94922117258255,37.17527758715232,,58.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区金辉家园,119.95454435137358,37.19614823818674,,441.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道光州社区园林平房,119.94922117258255,37.17527758715232,,20.0,306,光州社区老年人日间照料中心
烟台市莱州市文昌路街道东南隅社区艺苑小区,119.95275393866164,37.17904071567754,,2526.0,300,东南隅社区老年人日间照料中心
烟台市莱州市文昌路街道东南隅社区金田公司,119.95235239609868,37.17597947708106,,72.0,300,东南隅社区老年人日间照料中心
烟台市莱州市文昌路街道东南隅社区公安局家属楼,119.94274142544744,37.19756505889692,,92.0,300,东南隅社区老年人日间照料中心
烟台市莱州市文昌路街道东南隅社区服装厂,119.94672109851771,37.1775961567398,,72.0,300,东南隅社区老年人日间照料中心
烟台市莱州市文昌路街道东南隅社区二四八楼、平房,119.94672109851771,37.1775961567398,,68.0,300,东南隅社区老年人日间照料中心
烟台市莱州市文昌路街道东南隅社区商住楼,119.94672109851771,37.1775961567398,,20.0,300,东南隅社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区文博园小区,119.96007423026246,37.182852245056985,,552.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区东环路小区,119.95639629801296,37.17846242101947,,507.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区公安局家属楼,119.94274142544744,37.19756505889692,,40.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区工商家属楼,119.95707918986164,37.17848628609556,,30.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区隔热材料厂,119.95707918986164,37.17848628609556,,72.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区教体局,119.95707918986164,37.17848628609556,,234.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区面粉厂,119.95707918986164,37.17848628609556,,60.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区就业办,119.95707918986164,37.17848628609556,,50.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区蔬菜公司,119.95707918986164,37.17848628609556,,60.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区老一中,119.95642055226172,37.18492770964146,,180.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区干休所,119.95707918986164,37.17848628609556,,430.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区军休所,119.95707918986164,37.17848628609556,,394.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区平达,119.95707918986164,37.17848628609556,,60.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区高职南校,119.94554458779132,37.20882170385842,,20.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区环保局,119.95707918986164,37.17848628609556,,72.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道东关社区乡企局,119.95707918986164,37.17848628609556,,64.0,1670,东关社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区教育路北区,119.95945709437711,37.19846465246546,,861.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区文华小区,119.9668989267134,37.19959290200155,,768.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区双语小区,119.96529060052836,37.19817849118488,,534.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区东庄头新村,119.9598914250912,37.197574473137095,,162.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区精磊宿舍楼,119.96338170131963,37.19758431856253,,137.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区水产局宿舍楼,119.935063338762,37.18120282963525,,60.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区华汽宿舍楼,119.96338170131963,37.19758431856253,,82.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区霸力宿舍楼,119.96338170131963,37.19758431856253,,86.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道双语社区三丰宿舍,119.96338170131963,37.19758431856253,,96.0,775,东庄头社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区恒泰宿舍,119.95186075349308,37.20652084359593,,90.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区银磊宿舍,119.96066899834062,37.17446397894109,,295.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区文泉花园东院,119.9583512889989,37.17427544269617,,300.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区文泉花园西院,119.9583512889989,37.17427544269617,,276.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区雕刻厂、矿业、建管局平房,119.94922117258255,37.17527758715232,,85.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区金泉摇臂厂宿舍楼、乡企局宿舍楼,119.94692160030756,37.17507034002568,,100.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区缝纫机厂8号楼（东升南）,119.95209781631716,37.17497731945012,,40.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区缝纫机厂宿舍院,119.95209781631716,37.17497731945012,,310.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区小龙巷、蔬菜楼,119.94922117258255,37.17527758715232,,65.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区弘宇宿舍院,119.91326918946224,37.14835762004223,,183.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区边防、新华书店、房管平房、食品公司沿街楼,119.94478776539916,37.18951631271982,,48.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道文泉社区凯润滨河城,119.95906516368308,37.17171440949722,,760.0,1100,文泉社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区金辉公寓,119.954446436073,37.19108325316615,,165.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区农机局宿舍楼,119.95514540759032,37.19109324318671,,52.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区民政局宿舍楼,119.95475518367678,37.18959343150837,,32.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区明珠园小区,119.95288446245226,37.19157786538879,,744.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区光州路住宅东区,119.9515430228342,37.192888478545086,,602.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区设计院宿舍楼,119.94922117258255,37.17527758715232,,36.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区交通局宿舍楼,119.96546693789996,37.206867187911215,,60.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区黄金小院,119.94922117258255,37.17527758715232,,390.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区兽医站宿舍楼,119.9540770528473,37.18957718841504,,20.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区人民医院,119.9859529747161,37.18386594149152,,232.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区金丰苑,119.95096217849144,37.18736442930918,,197.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道定海社区天盛佳苑,119.95311290154343,37.19012592990364,,198.0,788,定海社区老年人日间照料中心
烟台市莱州市文昌路街道齐东社区文萃佳苑,119.97998669901048,37.19115246457616,,576.0,750,北五里社区老年人日间照料中心
烟台市莱州市文昌路街道齐东社区明珠花苑,119.98075996039348,37.19294273956244,,717.0,750,北五里社区老年人日间照料中心
