序号,机构名称,经度,纬度,是否精确,可信度,地址类型,坐标系,错误,操作
286,芦头镇麻家村幸福院,120.45157077139747,37.59964475048257,0,50,村庄,bd09,,删除
287,石良镇老师店村幸福院,120.65574339686053,37.62239696590371,0,50,村庄,bd09,,删除
288,石良镇东营曹家村幸福院,120.68267261977753,37.57468167966545,0,50,村庄,bd09,,删除
289,东莱街道小栾疃村幸福院,120.54851365627052,37.659234376059594,0,50,村庄,bd09,,删除
290,下丁家镇大园村幸福院,120.5305029002871,37.497751412298506,0,50,村庄,bd09,,删除
291,龙港街道和平村幸福院,120.346468038594,37.640949952868425,0,50,村庄,bd09,,删除
292,北马镇前诸留村幸福院,120.40282655849285,37.64162652561744,0,50,村庄,bd09,,删除
293,北马镇午塔后陈村幸福院,120.38358692057179,37.64319009854024,0,50,村庄,bd09,,删除
294,北马镇横沟村幸福院,120.41385271964451,37.545041727249135,0,50,村庄,bd09,,删除
295,北马镇洼子村幸福院,120.4267122325115,37.55458450422626,0,50,村庄,bd09,,删除
296,北马镇唐家泊村幸福院,120.4359857996132,37.63142977046358,0,50,村庄,bd09,,删除
297,东江街道董家洼村幸福院,120.5542517623766,37.62684059161168,0,50,村庄,bd09,,删除
298,兰高镇后霍村幸福院,120.59621439749475,37.61964948651852,0,50,村庄,bd09,,删除
299,兰高镇欧头孙家村幸福院,120.60678583639728,37.63178807034041,0,50,村庄,bd09,,删除
300,黄山馆镇新村幸福院,120.28851502641493,37.55408514812007,0,25,乡镇,bd09,,删除
301,七甲镇庙曲村幸福院,120.61165078954767,37.4980457290541,0,50,村庄,bd09,,删除
302,新嘉街道乡城庙村幸福院,120.48119050914744,37.67853278865942,0,50,村庄,bd09,,删除
303,芦头镇高家村农村幸福院,120.471631191063,37.613331967764346,0,25,乡镇,bd09,,删除
304,徐福街道西南泊农村幸福院,120.4940528067615,37.71758292342154,0,50,村庄,bd09,,删除
305,新嘉街道西吕村农村幸福院,120.49721681842873,37.663449324221936,0,25,乡镇,bd09,,删除
306,北马镇北村农村幸福院,120.39938676703403,37.62363440574548,0,50,村庄,bd09,,删除
307,北马镇山后遇家村农村幸福院,120.3892864893715,37.55280040993314,0,50,村庄,bd09,,删除
308,北马镇仲家东村农村幸福院,120.40249679054014,37.62388970819294,0,25,乡镇,bd09,,删除
309,东莱街道南涧村农村幸福院,120.53242060288981,37.66711623776672,0,50,村庄,bd09,,删除
310,石良镇城西头村农村幸福院,120.64982329405811,37.63868066349212,0,50,村庄,bd09,,删除
311,兰高镇仪乐李家村农村幸福院,120.58841521922656,37.65089696790849,0,25,乡镇,bd09,,删除
312,新嘉街道后邹村幸福院,120.45200626990871,37.66848282117493,0,50,村庄,bd09,,删除
313,兰高镇侧高村幸福院,120.62805169222665,37.63583805954179,0,50,村庄,bd09,,删除
314,诸由观镇黄家村幸福院,120.51898527619093,37.69859726904742,0,50,村庄,bd09,,删除
315,诸由镇西吴家村幸福院,120.6919772682499,37.45731970169676,0,50,村庄,bd09,,删除
316,柏林庄白石埠村幸福院,120.61775702125175,36.99414179808014,0,50,村庄,bd09,,删除
317,柏林庄陡山村幸福院,120.68162151250031,37.01625917291456,0,50,村庄,bd09,,删除
318,柏林庄焦家店村幸福院,120.6529822752145,37.052979953375086,0,50,村庄,bd09,,删除
319,柏林庄西孙家夼村幸福院,120.6808193256799,37.00275909351602,0,25,乡镇,bd09,,删除
320,柏林庄全家屯农村幸福院,120.63232717730138,36.98203457544231,0,50,村庄,bd09,,删除
321,柏林庄于家店村幸福院,120.67601402001537,36.984366104131105,0,50,村庄,bd09,,删除
322,柏林庄镇北小平村幸福院,120.66350457680562,37.0430460476859,0,50,村庄,bd09,,删除
323,城厢街道办西柳行村幸福院,120.75639763094806,36.99054386341547,0,50,村庄,bd09,,删除
324,城厢街道东柳行村幸福院,120.76716633774056,36.9852485074282,0,50,村庄,bd09,,删除
325,城厢街道四真庄村幸福院,120.70770821467953,36.94520148134418,0,50,村庄,bd09,,删除
326,城厢街道吴格庄村幸福院,120.74096393381166,36.98240566744041,0,50,村庄,bd09,,删除
327,大夼镇北汪格庄村幸福院,120.84068177423558,36.762511730190134,0,50,村庄,bd09,,删除
328,大夼镇大夼村幸福院,120.82570342816221,36.80367442692485,0,25,乡镇,bd09,,删除
329,大夼镇东汪格庄村幸福院,120.84068177423558,36.762511730190134,0,50,村庄,bd09,,删除
330,大夼镇韶格庄幸福院,120.83360025223934,36.802319680511644,0,50,村庄,bd09,,删除
331,大夼镇宋村幸福院,120.81997789833326,36.778988937242296,0,50,村庄,bd09,,删除
332,冯格庄大黑石埠村幸福院,120.59244861096637,36.99598281867615,0,50,村庄,bd09,,删除
333,冯格庄东官庄村幸福院,120.59671295705279,36.983072965393454,0,50,村庄,bd09,,删除
334,冯格庄东小埠农村幸福院,120.66440018739908,36.92612421104441,0,50,村庄,bd09,,删除
335,冯格庄街道办蜡树庄村幸福院,120.63663697764659,36.95908191778501,0,50,村庄,bd09,,删除
336,冯格庄西官庄农村幸福院,120.63465648348875,36.95202045877546,0,25,乡镇,bd09,,删除
337,高格庄镇北高格庄村幸福院,120.77679563382421,36.7254441199254,0,25,乡镇,bd09,,删除
338,高格庄镇大薛村幸福院,120.79113717112156,36.71407443614002,0,50,村庄,bd09,,删除
339,古柳街道道口幸福院,120.70844168112843,36.93953798791755,0,50,村庄,bd09,,删除
340,古柳街道后泉水农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
341,古柳街道丁格庄村幸福院,120.68904582787918,36.89566050638229,0,50,村庄,bd09,,删除
342,古柳街道迟家疃村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
343,古柳街道大吕疃村幸福院,120.72633619637884,36.92121765502032,0,50,村庄,bd09,,删除
344,古柳街道李格庄村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
345,古柳街道柳沟幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
346,古柳前泉水农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
347,河洛镇河洛村幸福院,120.72177046879382,37.01787504349028,0,50,村庄,bd09,,删除
348,河洛镇后家疃村幸福院,120.69444671009681,37.010816781725374,0,50,村庄,bd09,,删除
349,河洛镇马崖口村幸福院,120.73791463575805,37.03873338142772,0,50,村庄,bd09,,删除
350,河洛镇朱江村幸福院,120.74480499834179,37.01376185676624,0,50,村庄,bd09,,删除
351,龙旺庄接家庄村幸福院,120.86903768596355,36.98303505662803,0,50,村庄,bd09,,删除
352,龙旺庄街道办事处西庙后村农村幸福院,120.81543525719987,36.989270792319004,1,70,政府机构,bd09,,删除
353,龙旺庄街道纪格庄村幸福院,120.80358732616766,36.97949583631681,0,50,村庄,bd09,,删除
354,龙旺庄街道梁好泊农村幸福院,120.76547896067062,36.9719456366446,0,50,村庄,bd09,,删除
355,龙旺庄街道鹿格庄农村幸福院,120.77806107679613,36.96283382196193,0,50,村庄,bd09,,删除
356,龙旺庄街道逍仙庄村幸福院,120.89076104878914,36.97752619157546,0,50,村庄,bd09,,删除
357,吕格庄镇大梁子口村幸福院,120.66925966088586,36.83528856687892,0,50,村庄,bd09,,删除
358,吕格庄镇荆山后村幸福院,120.66118694858989,36.872376297112154,0,50,村庄,bd09,,删除
359,吕格庄镇汪家夼村幸福院,120.635111385399,36.8504114756143,0,50,村庄,bd09,,删除
360,吕格庄镇大野头村幸福院,120.65663757016516,36.84732660327494,0,50,村庄,bd09,,删除
361,沐浴店茂芝场村幸福院,120.77942632151019,37.05553292149044,0,50,村庄,bd09,,删除
362,沐浴店庙在头村幸福院,120.77528594158414,37.047450781566596,0,50,村庄,bd09,,删除
363,沐浴店上朱兰村幸福院,120.8694374319155,37.041534417370826,0,50,村庄,bd09,,删除
364,沐浴店霞留村幸福院,120.73234882464877,37.10928122244061,0,50,村庄,bd09,,删除
365,沐浴店榛子沟村幸福院,120.90599765769662,37.59774237574372,0,50,村庄,bd09,,删除
366,沐浴店镇东半泊幸福院,120.8232535693754,37.1439513197361,0,50,村庄,bd09,,删除
367,沐浴店镇鹤山后村幸福院,120.76560831666406,37.03240040192522,0,50,村庄,bd09,,删除
368,沐浴店镇青岚口村幸福院,120.76029097685883,37.0626741047011,0,50,村庄,bd09,,删除
369,沐浴店镇寺院头村幸福院,120.7571313668886,37.05066502035222,0,50,村庄,bd09,,删除
370,沐浴店镇巷子口村幸福院,120.76783009568189,37.05244331287951,0,50,村庄,bd09,,删除
371,沐浴店镇钟家院村幸福院,120.88420728128,37.106470765478406,0,50,村庄,bd09,,删除
372,山前店豹础铺社区幸福院,120.9089436506166,37.04938432416151,0,50,村庄,bd09,,删除
373,山前店镇李家窑村幸福院,120.91802560915303,37.05629763583416,0,50,村庄,bd09,,删除
374,山前店镇南务村幸福院,120.85285534101514,36.9975079011089,0,50,村庄,bd09,,删除
375,山前店镇南庄村幸福院,120.85059556367426,36.99302054702446,0,50,村庄,bd09,,删除
376,山前店镇万柳村幸福院,120.83657373330792,37.00200687665318,0,50,村庄,bd09,,删除
377,谭格庄镇西崖后村幸福院,120.59639280096903,37.115438878797114,0,50,村庄,bd09,,删除
378,团旺西北岩农村幸福院,120.58894674659683,36.79668746753027,0,50,村庄,bd09,,删除
379,团旺镇光山社区幸福院,120.73250953150452,36.72908980913318,1,70,地产小区,bd09,,删除
380,团旺镇李家白庙村幸福院,120.57193086396573,36.76083799402276,0,50,村庄,bd09,,删除
381,团旺镇团旺社区幸福院,120.64972501943532,36.768674586758834,0,25,乡镇,bd09,,删除
382,团旺镇西南岩村幸福院,120.60573014776196,36.732693384874494,0,50,村庄,bd09,,删除
383,团旺镇西中荆前村幸福院,120.64821406956754,36.72170525413085,0,50,村庄,bd09,,删除
384,万第镇南于格庄幸福院,120.91223872505776,36.83402161701889,0,50,村庄,bd09,,删除
385,羊郡镇东朱皋幸福院,120.81873365537139,36.669452509809716,0,50,村庄,bd09,,删除
386,羊郡镇九家夼村幸福院,120.80927395936801,36.69497491113229,0,50,村庄,bd09,,删除
387,羊郡镇西埠前幸福院,120.78313506563869,36.65276222768937,0,50,村庄,bd09,,删除
388,照旺庄镇草场泊村幸福院,120.79253655144501,36.846721570054164,0,50,村庄,bd09,,删除
389,照旺庄镇东玉泉庄村幸福院,120.75807431818241,36.84627840542569,0,50,村庄,bd09,,删除
390,照旺庄镇铎山前村幸福院,120.8110182890073,36.86115267850883,0,50,村庄,bd09,,删除
391,照旺庄镇后发坊村幸福院,120.77567553668382,36.896946916913826,0,50,村庄,bd09,,删除
392,照旺庄镇前照旺庄村幸福院,120.75696266511382,36.916587917375715,0,50,村庄,bd09,,删除
393,照旺庄镇拖子村幸福院,120.81715524275981,36.89311987332907,0,50,村庄,bd09,,删除
394,照旺庄镇西昌山村幸福院,120.75874166934578,36.917984117706716,0,25,乡镇,bd09,,删除
395,照旺庄镇西陶漳村幸福院,120.76087604323749,36.93407210252243,0,50,村庄,bd09,,删除
396,照旺庄镇薛家沟村幸福院,120.81944646079356,36.911525429042456,0,50,村庄,bd09,,删除
397,照旺庄镇迎格庄村幸福院,120.80048134503636,36.83504940418296,0,50,村庄,bd09,,删除
398,冯格庄街道冯格庄村农村幸福院,120.63133958022371,36.934972762263264,0,50,村庄,bd09,,删除
399,穴坊镇程格庄村农村幸福院,120.66231126776617,36.68459215394922,0,50,村庄,bd09,,删除
400,照旺庄镇大陶漳村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
401,照旺庄镇北芦口村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
402,照旺庄镇西五龙村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
403,照旺庄镇蒿埠头村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
404,沐浴店镇簸箕港村农村幸福院,120.75887560669733,37.04999932891528,1,70,政府机构,bd09,,删除
405,沐浴店镇北崔格庄村农村幸福院,120.75887560669733,37.04999932891528,1,70,政府机构,bd09,,删除
406,古柳街道赭埠村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
407,古柳街道东徐格庄村农村幸福院,120.72352000860505,36.934760813595254,1,70,政府机构,bd09,,删除
408,沐浴店镇西石河头村幸福院,120.85384383639833,37.0512674858272,0,50,村庄,bd09,,删除
409,沐浴店镇河东院村幸福院,120.72861663474646,37.12687366932866,0,50,村庄,bd09,,删除
410,万第镇富水庄村幸福院,120.88904321916242,36.92708901106237,0,50,村庄,bd09,,删除
411,莱州市永安路街道河滨社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
412,莱州市文昌路街道教育路社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
413,莱州市文昌路街道鼓楼街社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
414,莱州市文昌路街道汇泉社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
415,莱州市文昌路街道文泉社区老年人日间照料中心,119.95201930441559,37.172879006239704,1,70,政府机构,bd09,,删除
416,莱州市文昌路街道光州社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
417,莱州市城港路北苑社区老年人日间照料中心,119.95775426645238,37.32631176443657,0,30,道路,bd09,,删除
418,莱州市金仓街道黄金海岸社区老年人日间照料中心,119.95041295450264,37.380131645875856,1,70,地产小区,bd09,,删除
419,莱州市永安路街道西关社区老年人日间照料中心,119.94852884852601,37.18236160041659,1,70,政府机构,bd09,,删除
420,莱州市永安路街道西苑社区博爱老年人日间照料中心,119.93247882397924,37.18097324411433,1,70,政府机构,bd09,,删除
421,莱州市城港路街道朱杲社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
422,莱州市永安路街道镁矿社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
423,莱州市文昌路街道东南隅社区老年人日间照料中心,119.94852884852601,37.18236160041659,1,70,政府机构,bd09,,删除
424,莱州市府前街社区老年人日间照料中心,119.94852884852601,37.18236160041659,1,70,政府机构,bd09,,删除
425,莱州市文昌路街道东关社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
426,莱州市文昌路街道定海社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
427,莱州市文峰路街道福禄苑社区老年人日间照料中心,119.93715872619458,37.17075935476882,1,70,政府机构,bd09,,删除
428,莱州市文峰路街道府林社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
429,莱州市文昌路街道西岭子社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
430,莱州市程郭镇英才社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
431,莱州市文昌路街道东岭子社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
432,莱州市文昌路街道碑坡社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
433,莱州市城港路街道小原社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
434,莱州市文昌路街道毛家庄子日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
435,莱州市文昌路街道东庄头日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
436,莱州市文昌路街道饮马池日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
437,莱州市三山岛街道王贾社区日间照料中心,120.01948860584515,37.32766133705903,0,50,村庄,bd09,,删除
438,莱州市金仓街道南杨社区日间照料中心,119.93791914180876,37.313394030196406,0,50,村庄,bd09,,删除
439,莱州市文昌路街道崇文社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
440,莱州市永安路街道大原家社区日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
441,莱州市永安路街道光安社区老年人日间照料中心,119.9434234189906,37.19675348945289,1,70,政府机构,bd09,,删除
442,莱州市文峰路街道八蜡庙社区老年人日间照料中心,119.95201930441559,37.172879006239704,1,70,政府机构,bd09,,删除
443,莱州市程郭镇东苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
444,莱州市城港路街道祥和社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
445,莱州市城港路街道大原社区老年人日间照料中心,119.94483717220221,37.24092741743543,0,50,NoClass,bd09,,删除
446,莱州市文昌路街道北五里日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
447,莱州市金城镇柳源社区日间照料中心,120.11478157298804,37.42667068801649,0,25,乡镇,bd09,,删除
448,莱州市程郭镇坊苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
449,莱州市城港路街道老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
450,莱州市文昌路街道北关社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
451,莱州市城港路街道玉皇苑社区老年人日间照料中心,119.97849254745574,37.17654959606502,1,70,政府机构,bd09,,删除
452,罗峰办事处楼里头村幸福院,120.4017696122298,37.32516885559627,0,50,NoClass,bd09,,删除
453,泉山办北坞党村幸福院,120.41197588994251,37.341629684729405,0,50,村庄,bd09,,删除
454,泉山街道办事处马庄河村幸福院,120.41968703427072,37.359785953644526,1,70,政府机构,bd09,,删除
455,大秦家办青杨堡村幸福院,120.49207258209529,37.30830168413426,0,50,村庄,bd09,,删除
456,大秦家街道办小杨家幸福院,120.47785581943329,37.33323886166123,0,50,村庄,bd09,,删除
457,大秦家街道办朱范幸福院,120.46337639224016,37.36693264220548,0,25,乡镇,bd09,,删除
458,大秦家街道苇都高家村幸福院,120.50045494030056,37.36157570182204,0,50,村庄,bd09,,删除
459,辛庄镇北截社区幸福院,120.2934463643425,37.458191958682406,1,70,地产小区,bd09,,删除
460,辛庄镇高家庄子村幸福院,120.2280816130617,37.49762343567892,0,50,村庄,bd09,,删除
461,辛庄镇大宋家村幸福院,120.25773431862387,37.512779110294616,0,50,村庄,bd09,,删除
462,辛庄镇老店村幸福院,120.19888201279878,37.49397586587908,0,50,村庄,bd09,,删除
463,辛庄镇东沟李家村幸福院,120.2537696472556,37.45321830920265,0,50,村庄,bd09,,删除
464,辛庄镇邢家村幸福院,120.24049745283732,37.495139872449506,0,50,村庄,bd09,,删除
465,蚕庄镇西沟子村幸福院,120.22793069773604,37.4049595600633,0,25,乡镇,bd09,,删除
466,蚕庄镇老翅张家村幸福院,120.23748103276537,37.39548135279447,0,50,村庄,bd09,,删除
467,蚕庄镇柳杭村幸福院,120.23386508359604,37.37825989999808,0,50,村庄,bd09,,删除
468,蚕庄镇塔山原家村幸福院,120.27822466730647,37.307952509007904,0,50,NoClass,bd09,,删除
469,蚕庄镇灵山蒋家幸福院,120.22940346961964,37.36564451356726,0,50,村庄,bd09,,删除
470,蚕庄镇大韩家村幸福院,120.18611035421065,37.36607666474826,0,50,村庄,bd09,,删除
471,蚕庄镇洼子村幸福院,120.17645374963949,37.38846858338798,0,50,村庄,bd09,,删除
472,蚕庄镇李格庄村幸福院,120.168279708482,37.39623421243575,0,50,村庄,bd09,,删除
473,蚕庄镇灵山冯家村幸福院,120.1856945285901,37.36014363423336,0,50,村庄,bd09,,删除
474,蚕庄镇前孙家幸福院,120.19275242515144,37.417754142641776,0,50,村庄,bd09,,删除
475,蚕庄镇许家村幸福院,120.21908858677077,37.438738907472704,0,50,村庄,bd09,,删除
476,蚕庄镇山后白家幸福院,120.16993366858699,37.419715746964926,0,50,村庄,bd09,,删除
477,蚕庄镇山后冯家幸福院,120.17167907619286,37.41939768928064,0,50,村庄,bd09,,删除
478,蚕庄镇山后傅家村幸福院,120.16532239691261,37.42599479652121,0,50,村庄,bd09,,删除
479,金岭镇小河头村幸福院,120.30006975052868,37.38757443245944,0,50,村庄,bd09,,删除
480,金岭镇唐家村幸福院,120.29302425058336,37.418491228153684,0,50,村庄,bd09,,删除
481,金岭镇山上隋家村幸福院,120.3292420423041,37.38965625208102,0,50,村庄,bd09,,删除
482,金岭镇朱家村幸福院,120.28928460474532,37.41903499151576,0,50,村庄,bd09,,删除
483,金岭镇山上孙家村幸福院,120.33769078528655,37.41585303442727,0,50,村庄,bd09,,删除
484,金岭镇山上李家村幸福院,120.32853669281766,37.3823016335386,0,50,村庄,bd09,,删除
485,金岭镇大户陈家村幸福院,120.3040655032676,37.33682360856328,0,50,村庄,bd09,,删除
486,金岭镇上华山村幸福院,120.3206982585987,37.347666392399304,0,50,村庄,bd09,,删除
487,金岭镇赵书策村幸福院,120.28181806900749,37.33143214810389,0,50,村庄,bd09,,删除
488,金岭镇西梧桐夼村幸福院,120.29742864249879,37.32094644778508,0,50,村庄,bd09,,删除
489,阜山镇北涝泊幸福院,120.57002061729875,37.406094077399274,0,25,乡镇,bd09,,删除
490,阜山镇九曲蒋家幸福院,120.56066566371784,37.47047372267177,0,50,村庄,bd09,,删除
491,阜山镇南院庄村幸福院,120.54087177129715,37.320486053549146,0,50,村庄,bd09,,删除
492,夏甸社区幸福院,120.38865372297026,37.1931694855074,0,25,乡镇,bd09,,删除
493,夏甸镇姜家窑村幸福院,120.35483809001376,37.13733829115323,0,50,村庄,bd09,,删除
494,夏甸镇岚子东村幸福院,120.43253801323536,37.175539179220884,0,50,村庄,bd09,,删除
495,夏甸镇青龙夼村幸福院,120.28100806692915,37.151872147830154,0,50,村庄,bd09,,删除
496,夏甸镇上东庄村幸福院,120.31740758585454,37.21014466108076,0,50,村庄,bd09,,删除
497,夏甸镇西曹家村幸福院,120.30208267351543,37.19759373280028,0,50,村庄,bd09,,删除
498,夏甸镇西芝下村幸福院,120.32934319150453,37.11652564511717,0,50,村庄,bd09,,删除
499,夏甸镇后路家村幸福院,120.45543456305698,37.17161929996362,0,50,村庄,bd09,,删除
500,玲珑镇罗山李家村幸福院,120.52552583860908,37.41435200445837,0,50,村庄,bd09,,删除
501,玲珑镇东庄头村幸福院,120.48413847833953,37.39703680516558,0,50,村庄,bd09,,删除
502,玲珑镇欧家夼村幸福院,120.48423306990972,37.4470663323315,0,50,村庄,bd09,,删除
503,玲珑镇前花园村幸福院,120.47478864510002,37.42702167058311,0,50,村庄,bd09,,删除
504,玲珑镇柳家村幸福院,120.46870774561131,37.40041579893193,0,50,村庄,bd09,,删除
505,玲珑镇吕格庄村幸福院,120.49323678603623,37.42136390737045,0,50,村庄,bd09,,删除
506,玲珑镇大蒋家村幸福院,120.50836092709388,37.45574467177433,0,50,村庄,bd09,,删除
507,梦芝街道办路家河村幸福院,120.37622395945925,37.397469992353024,0,50,村庄,bd09,,删除
508,梦芝街道办十里铺村幸福院,120.39981256384577,37.40450778357134,0,50,村庄,bd09,,删除
509,梦芝街道办事处埃子赵家村幸福院,120.40404924212247,37.38964342143245,1,70,政府机构,bd09,,删除
510,梦芝街道办事处城西路家村幸福院,120.40404924212247,37.38964342143245,1,70,政府机构,bd09,,删除
511,梦芝街道办事处黄土崖村幸福院,120.40404924212247,37.38964342143245,1,70,政府机构,bd09,,删除
512,梦芝街道办事处增甲沟村幸福院,120.40404924212247,37.38964342143245,1,70,政府机构,bd09,,删除
513,梦芝街道办事处张华孙家村幸福院,120.40404924212247,37.38964342143245,1,70,政府机构,bd09,,删除
514,梦芝街道办事处张家庵农村幸福院,120.40404924212247,37.38964342143245,1,70,政府机构,bd09,,删除
515,齐山镇松岚子村幸福院,120.32408657715177,37.24341869261275,0,50,村庄,bd09,,删除
516,齐山镇庄家坡村幸福院,120.38826403804005,37.24379984241696,0,50,村庄,bd09,,删除
517,齐山镇大泊子村幸福院,120.42512555548923,37.25940972867225,0,50,村庄,bd09,,删除
518,齐山镇张秀家村幸福院,120.46228620867323,37.276532183293654,0,50,村庄,bd09,,删除
519,齐山镇半壁店社区幸福院,120.39397510515028,37.286989605726866,0,50,村庄,bd09,,删除
520,张星镇丛家村幸福院,120.40468515259299,37.5011232445452,0,50,村庄,bd09,,删除
521,张星镇大岚幸福院,120.37593542372946,37.51719205548181,0,50,村庄,bd09,,删除
522,张星镇北栾家河村幸福院,120.37682474618434,37.50543991043887,0,50,村庄,bd09,,删除
523,张星镇狗山李家村幸福院,120.3763446917198,37.52979729281597,0,50,村庄,bd09,,删除
524,张星镇抬头赵家村幸福院,120.31542682220504,37.46025690384004,0,50,村庄,bd09,,删除
525,张星镇地北头王家村幸福院,120.31937685119352,37.47383283510586,0,50,村庄,bd09,,删除
526,张星镇杜家北村幸福院,120.33245186755235,37.4825378947991,0,50,村庄,bd09,,删除
527,张星镇馆前姜家村幸福院,120.2951387719233,37.52501290321881,0,50,村庄,bd09,,删除
528,张星镇馆前刘家村幸福院,120.3564402178908,37.46852835356307,0,25,乡镇,bd09,,删除
529,张星镇纪山赵家村幸福院,120.41232820536354,37.44036307903277,0,50,NoClass,bd09,,删除
530,张星镇英里幸福院,120.40632581777642,37.4786703625079,0,50,村庄,bd09,,删除
531,张星镇东石家村幸福院,120.37966204413759,37.456204730351594,0,50,村庄,bd09,,删除
532,张星镇盛家庄村幸福院,120.36162874068589,37.45261893359469,0,50,村庄,bd09,,删除
533,张星镇小郝家村幸福院,120.36516554913977,37.46874051433691,0,50,村庄,bd09,,删除
534,张星镇宅科幸福院,120.3564402178908,37.46852835356307,0,25,乡镇,bd09,,删除
535,招远市毕郭镇程家洼村幸福院,120.54338298435027,37.19270679368674,0,50,村庄,bd09,,删除
536,招远市毕郭镇东杨格庄村幸福院,120.5051124747087,37.19653695925464,0,50,村庄,bd09,,删除
537,毕郭镇毕郭吴家村幸福院,120.54301926044928,37.22793620534479,0,50,村庄,bd09,,删除
538,毕郭镇西沟子村幸福院,120.46337998546218,37.20868079876968,0,50,村庄,bd09,,删除
539,毕郭镇滕家幸福院,120.48169257209695,37.16101472843583,0,50,村庄,bd09,,删除
540,招远市大秦家街道孙家村幸福院,120.47659495781949,37.38005300324416,0,50,村庄,bd09,,删除
541,招远市辛庄镇朱宋社区幸福院,120.21002576214171,37.4743620165767,0,50,村庄,bd09,,删除
542,河西王家社区幸福院,120.8819350174925,37.82537380477367,0,50,NoClass,bd09,,删除
543,唐家泊镇肖家夼村幸福院,121.0691320044113,37.258934952429776,0,50,村庄,bd09,,删除
544,观里镇大郝家庄村幸福院,120.74081670153858,37.17458891776166,0,50,村庄,bd09,,删除
545,观里镇郭格庄村幸福院,120.71429692627301,37.24568969045416,0,50,村庄,bd09,,删除
546,观里镇新安村幸福院,120.68784955443155,37.1707223313257,0,50,村庄,bd09,,删除
547,观里镇吴家泊村幸福院,120.67348043915504,37.15595218467462,0,50,村庄,bd09,,删除
548,杨础镇杨家圈村幸福院,120.78439035775833,37.21336041587934,0,50,村庄,bd09,,删除
549,杨础镇解家沟村幸福院,120.75967294266798,37.15143163639552,0,50,村庄,bd09,,删除
550,庄园街道杜家庄村幸福院,120.82482344808463,37.36545572000361,0,50,村庄,bd09,,删除
551,迟家沟村幸福院,120.42271414417824,37.274265569156576,0,50,村庄,bd09,,删除
552,松山村幸福院,120.87507313119343,37.417570998650085,0,50,村庄,bd09,,删除
553,孟家村幸福院,120.0060147418399,37.25273034328704,1,70,政府机构,bd09,,删除
554,林家寨村幸福院,120.73212766183222,37.27194123646181,0,50,村庄,bd09,,删除
555,孙疃社区老年人日间照料中心,120.8192524268034,37.28354078516011,0,70,政府机构,bd09,,删除
556,蛇窝泊社区老年人日间照料中心,120.8192524268034,37.28354078516011,1,70,政府机构,bd09,,删除
