县市区,机构名称,地址,建筑面积,床位数量,运营性质
莱阳市,冯格庄西官庄农村幸福院,冯格庄西官庄农村,400,20,公（村）办
莱阳市,高格庄镇北高格庄村幸福院,莱阳市高格庄镇北高格庄村,400,20,公（村）办
莱阳市,高格庄镇大薛村幸福院,高格庄镇大薛村,400,20,公（村）办
莱阳市,古柳街道道口幸福院,古柳道口村,400,20,公（村）办
莱阳市,古柳街道后泉水农村幸福院,古柳后泉水村,400,20,公（村）办
莱阳市,古柳街道丁格庄村幸福院,古柳街道丁格庄村,400,20,公（村）办
莱阳市,古柳街道迟家疃村幸福院,古柳街道迟家疃村,400,20,公（村）办
莱阳市,古柳街道大吕疃村幸福院,古柳街道大吕疃村,400,20,公（村）办
莱阳市,古柳街道李格庄村幸福院,古柳街道李格庄村,400,20,公（村）办
莱阳市,古柳街道柳沟幸福院,古柳柳沟村,400,20,公（村）办
莱阳市,古柳前泉水农村幸福院,古柳前泉水村,400,20,公（村）办
莱阳市,河洛镇河洛村幸福院,河洛镇河洛村,400,20,公（村）办
莱阳市,河洛镇后家疃村幸福院,河洛镇后家疃村,400,20,公（村）办
莱阳市,河洛镇马崖口村幸福院,河洛镇马崖口村,400,20,公（村）办
莱阳市,河洛镇朱江村幸福院,河洛镇朱江村,400,20,公（村）办
莱阳市,龙旺庄接家庄村幸福院,龙旺庄接家庄村,400,20,公（村）办
莱阳市,龙旺庄街道办事处西庙后村农村幸福院,龙旺庄街道办事处西庙后村,400,20,公（村）办
莱阳市,龙旺庄街道纪格庄村幸福院,龙旺庄街道纪格庄村,400,20,公（村）办
莱阳市,龙旺庄街道梁好泊农村幸福院,龙旺庄街道梁好泊,400,20,公（村）办
莱阳市,龙旺庄街道鹿格庄农村幸福院,龙旺庄街道鹿格庄村,400,20,公（村）办
莱阳市,龙旺庄街道逍仙庄村幸福院,龙旺庄街道逍仙庄村,400,20,公（村）办
莱阳市,吕格庄镇大梁子口村幸福院,吕格庄镇大梁子口村,400,20,公（村）办
莱阳市,吕格庄镇荆山后村幸福院,吕格庄镇荆山后村,400,20,公（村）办
莱阳市,吕格庄镇汪家夼村幸福院,吕格庄镇汪家夼村,400,20,公（村）办
莱阳市,吕格庄镇大野头村幸福院,吕格庄镇大野头村幸福院,400,20,公（村）办
莱阳市,沐浴店茂芝场村幸福院,沐浴店茂芝场村,400,20,公（村）办
莱阳市,沐浴店庙在头村幸福院,沐浴店庙在头村,400,20,公（村）办
莱阳市,沐浴店上朱兰村幸福院,沐浴店上朱兰村,400,20,公（村）办
莱阳市,沐浴店霞留村幸福院,沐浴店霞留村,400,20,公（村）办
莱阳市,沐浴店榛子沟村幸福院,沐浴店榛子沟村,400,20,公（村）办
莱阳市,沐浴店镇东半泊幸福院,沐浴店镇东半泊,400,20,公（村）办
莱阳市,沐浴店镇鹤山后村幸福院,沐浴店镇鹤山后村,400,20,公（村）办
莱阳市,沐浴店镇青岚口村幸福院,沐浴店镇青岚口村,400,20,公（村）办
莱阳市,沐浴店镇寺院头村幸福院,沐浴店镇寺院头村,400,20,公（村）办
莱阳市,沐浴店镇巷子口村幸福院,沐浴店镇巷子口村,400,20,公（村）办
莱阳市,沐浴店镇钟家院村幸福院,沐浴店镇钟家院村,400,20,公（村）办
莱阳市,山前店豹础铺社区幸福院,山前店豹础铺村,400,20,公（村）办
莱阳市,山前店镇李家窑村幸福院,山前店镇李家窑村,400,20,公（村）办
莱阳市,山前店镇南务村幸福院,山前店镇南务村,400,20,公（村）办
莱阳市,山前店镇南庄村幸福院,山前店镇南庄村,400,20,公（村）办
莱阳市,山前店镇万柳村幸福院,山前店镇万柳村,400,20,公（村）办
莱阳市,谭格庄镇西崖后村幸福院,谭格庄镇西崖后村,400,20,公（村）办
莱阳市,团旺西北岩农村幸福院,团旺西北岩村,400,20,公（村）办
莱阳市,团旺镇光山社区幸福院,团旺镇光山社区,400,20,公（村）办
莱阳市,团旺镇李家白庙村幸福院,团旺镇李家白庙村,400,20,公（村）办
莱阳市,团旺镇团旺社区幸福院,团旺镇团旺社区,400,20,公（村）办
莱阳市,团旺镇西南岩村幸福院,团旺镇西南岩村,400,20,公（村）办
莱阳市,团旺镇西中荆前村幸福院,团旺镇西中荆前村,400,20,公（村）办
莱阳市,万第镇南于格庄幸福院,万第镇南于格庄村,400,20,公（村）办
莱阳市,羊郡镇东朱皋幸福院,羊郡镇东朱皋,400,20,公（村）办
莱阳市,羊郡镇九家夼村幸福院,羊郡镇九家夼村,400,20,公（村）办
莱阳市,羊郡镇西埠前幸福院,羊郡镇西埠前,400,20,公（村）办
莱阳市,照旺庄镇草场泊村幸福院,照旺庄镇草场泊村,400,20,公（村）办
莱阳市,照旺庄镇东玉泉庄村幸福院,照旺庄镇东玉泉庄村,400,20,公（村）办
莱阳市,照旺庄镇铎山前村幸福院,照旺庄镇铎山前村,400,20,公（村）办
莱阳市,照旺庄镇后发坊村幸福院,照旺庄镇后发坊村,400,20,公（村）办
莱阳市,照旺庄镇前照旺庄村幸福院,照旺庄镇前照旺庄村,400,20,公（村）办
莱阳市,照旺庄镇拖子村幸福院,照旺庄镇拖子村,400,20,公（村）办
莱阳市,照旺庄镇西昌山村幸福院,照旺庄镇西昌山村,400,20,公（村）办
莱阳市,照旺庄镇西陶漳村幸福院,照旺庄镇西陶漳村,400,20,公（村）办
莱阳市,照旺庄镇薛家沟村幸福院,照旺庄镇薛家沟村,400,20,公（村）办
莱阳市,照旺庄镇迎格庄村幸福院,照旺庄镇迎格庄村,400,20,公（村）办
莱阳市,冯格庄街道冯格庄村农村幸福院,冯格庄街道办事处冯格庄村,400,20,公（村）办
莱阳市,穴坊镇程格庄村农村幸福院,穴坊镇程格庄村,400,20,公（村）办
莱阳市,照旺庄镇大陶漳村农村幸福院,照旺庄镇大陶漳村,400,20,公（村）办
莱阳市,照旺庄镇北芦口村农村幸福院,照旺庄镇北芦口村,400,20,公（村）办
莱阳市,照旺庄镇西五龙村农村幸福院,照旺庄镇西五龙村,400,20,公（村）办
莱阳市,照旺庄镇蒿埠头村农村幸福院,照旺庄镇蒿埠头村,400,20,公（村）办
莱阳市,沐浴店镇簸箕港村农村幸福院,沐浴店镇簸箕港村,400,20,公（村）办
莱阳市,沐浴店镇北崔格庄村农村幸福院,沐浴店镇北崔格庄村,400,20,公（村）办
莱阳市,古柳街道赭埠村农村幸福院,古柳街道办事处赭埠村,400,20,公（村）办
莱阳市,古柳街道东徐格庄村农村幸福院,古柳街道办事处东徐格庄村,400,20,公（村）办
莱阳市,沐浴店镇西石河头村幸福院,沐浴店镇西石河头村,400,20,公（村）办
莱阳市,沐浴店镇河东院村幸福院,沐浴店镇河东院村,400,20,公（村）办
莱阳市,万第镇富水庄村幸福院,万第镇富水庄村,400,20,公（村）办
莱州市,莱州市永安路街道河滨社区老年人日间照料中心,莱州市永安路街道南阳河东路2226号,822,10,
莱州市,莱州市文昌路街道教育路社区老年人日间照料中心,莱州市文昌路街道教育路社区,780,10,民办
莱州市,莱州市文昌路街道鼓楼街社区老年人日间照料中心,莱州市文昌路街道鼓楼街社区,760,10,民办
莱州市,莱州市文昌路街道汇泉社区老年人日间照料中心,莱州市文昌路街道汇泉社区,312,10,民办
莱州市,莱州市文昌路街道文泉社区老年人日间照料中心,莱州市文昌路街道文泉社区,760,10,民办
莱州市,莱州市文昌路街道光州社区老年人日间照料中心,莱州市文昌路街道光州社区,368,10,民办
莱州市,莱州市城港路北苑社区老年人日间照料中心,莱州市城港路北苑社区,360,10,民办
莱州市,莱州市金仓街道黄金海岸社区老年人日间照料中心,莱州市金仓街道298号,1610,10,民办
莱州市,莱州市永安路街道西关社区老年人日间照料中心,莱州市王母宫里街2号,880,20,民办
莱州市,莱州市永安路街道西苑社区博爱老年人日间照料中心,莱州市府前西街68号,350,10,民办
莱州市,莱州市城港路街道朱杲社区老年人日间照料中心,莱州市城港路西朱杲社区,307,20,民办
莱州市,莱州市永安路街道镁矿社区老年人日间照料中心,永安路街道镁矿社区,1270,20,公（村）办
莱州市,莱州市文昌路街道东南隅社区老年人日间照料中心,文昌路街道东南隅社区,1060,10,公（村）办
莱州市,莱州市府前街社区老年人日间照料中心,莱州市文昌路街道府前街,1200,10,民办
莱州市,莱州市文昌路街道东关社区日间照料中心,文昌路街道东关社区,1670,20,民办
莱州市,莱州市文昌路街道定海社区日间照料中心,文昌路街道定海社区,788,10,民办
莱州市,莱州市文峰路街道福禄苑社区老年人日间照料中心,莱州市文峰路街道阳关村,3000,50,公（村）办
莱州市,莱州市文峰路街道府林社区日间照料中心,莱州市文峰路街道府林社区,852,20,公（村）办
莱州市,莱州市文昌路街道西岭子社区日间照料中心,文昌路街道西岭子社区,752,10,公（村）办
莱州市,莱州市程郭镇英才社区老年人日间照料中心,莱州市程郭镇英才社区,320,10,公（村）办
莱州市,莱州市文昌路街道东岭子社区老年人日间照料中心,文昌路街道东岭子社区,758,10,公（村）办
莱州市,莱州市文昌路街道碑坡社区老年人日间照料中心,文昌路街道碑坡社区,1100,10,公（村）办
莱州市,莱州市城港路街道小原社区老年人日间照料中心,莱州市城港路街道小原社区,320,15,公（村）办
莱州市,莱州市文昌路街道毛家庄子日间照料中心,莱州市文昌路街道毛家庄子村,1800,20,公（村）办
莱州市,莱州市文昌路街道东庄头日间照料中心,莱州市文昌路街道东庄头,775.9,20,公（村）办
莱州市,莱州市文昌路街道饮马池日间照料中心,莱州市文昌路街道饮马池,3462,20,公（村）办
莱州市,莱州市三山岛街道王贾社区日间照料中心,莱州市三山岛街道王贾社区,1050,20,公（村）办
莱州市,莱州市金仓街道南杨社区日间照料中心,莱州市金仓街道南杨社区,430,20,公（村）办
莱州市,莱州市文昌路街道崇文社区日间照料中心,莱州市文昌路街道崇文社区,600,10,公（村）办
莱州市,莱州市永安路街道大原家社区日间照料中心,莱州市永安路街道大原家社区西首,1100,20,公（村）办
莱州市,莱州市永安路街道光安社区老年人日间照料中心,永安路街道光安社区,785,10,公（村）办
莱州市,莱州市文峰路街道八蜡庙社区老年人日间照料中心,文峰路街道八蜡庙社区,1700,20,公（村）办
莱州市,莱州市程郭镇东苑社区老年人日间照料中心,程郭镇东苑社区,300,10,公（村）办
莱州市,莱州市城港路街道祥和社区老年人日间照料中心,莱州市城港路街道祥和社区,760,20,公（村）办
莱州市,莱州市城港路街道大原社区老年人日间照料中心,城港路街道大原社区,2150,40,公（村）办
莱州市,莱州市文昌路街道北五里日间照料中心,莱州市文昌路街道北五里村,750,10,公（村）办
莱州市,莱州市金城镇柳源社区日间照料中心,莱州市金城镇柳源社区,773.5,15,公（村）办
莱州市,莱州市程郭镇坊苑社区老年人日间照料中心,莱州市程郭镇坊苑社区,800,20,公（村）办
莱州市,莱州市城港路街道老年人日间照料中心,莱州市城港南路,605,20,公（村）办
莱州市,莱州市文昌路街道北关社区老年人日间照料中心,莱州市文昌路街（老妇保院）,1200,10,公（村）办
莱州市,莱州市城港路街道玉皇苑社区老年人日间照料中心,莱州市城港路街道玉皇苑社区,800,10,公（村）办
招远市,罗峰办事处楼里头村幸福院,招远市罗峰街道楼里头村,405,20,公（村）办
招远市,泉山办北坞党村幸福院,泉山街道办事处北坞党,680,22,公（村）办
招远市,泉山街道办事处马庄河村幸福院,泉山街道办事处马庄河,860,20,公（村）办
招远市,大秦家办青杨堡村幸福院,大秦家街道青杨堡,557.79,20,公（村）办
招远市,大秦家街道办小杨家幸福院,大秦家街道小杨家,400,20,公（村）办
招远市,大秦家街道办朱范幸福院,大秦家街道朱范,1500,26,公（村）办
招远市,大秦家街道苇都高家村幸福院,大秦家街道苇都高家,450,20,公（村）办
招远市,辛庄镇北截社区幸福院,招远市辛庄镇北截社区,460,50,公（村）办
招远市,辛庄镇高家庄子村幸福院,招远市辛庄镇高家庄子村,410,30,公（村）办
招远市,辛庄镇大宋家村幸福院,招远市辛庄镇大宋家村,760,20,公（村）办
招远市,辛庄镇老店村幸福院,招远市辛庄镇老店村,800,30,公（村）办
招远市,辛庄镇东沟李家村幸福院,招远市辛庄镇东沟李家村,800,30,公（村）办
招远市,辛庄镇邢家村幸福院,招远市辛庄镇邢家村,510,20,公（村）办
招远市,蚕庄镇西沟子村幸福院,蚕庄镇西沟村,414,20,公（村）办
招远市,蚕庄镇老翅张家村幸福院,蚕庄镇老翅张家村,510.43,20,公（村）办
招远市,蚕庄镇柳杭村幸福院,蚕庄镇柳杭村,664,20,公（村）办
招远市,蚕庄镇塔山原家村幸福院,蚕庄镇塔山原家村,675.25,20,公（村）办
招远市,蚕庄镇灵山蒋家幸福院,蚕庄镇灵山蒋家,2248,110,公（村）办
招远市,蚕庄镇大韩家村幸福院,蚕庄镇大韩家村,438.75,20,公（村）办
招远市,蚕庄镇洼子村幸福院,蚕庄镇洼子村,600,27,公（村）办
招远市,蚕庄镇李格庄村幸福院,蚕庄镇李格庄村,528.8,20,公（村）办
招远市,蚕庄镇灵山冯家村幸福院,蚕庄镇灵山冯家村,450,20,公（村）办
招远市,蚕庄镇前孙家幸福院,蚕庄镇前孙家,8280,128,公（村）办
招远市,蚕庄镇许家村幸福院,蚕庄镇许家村,471.8,20,公（村）办
招远市,蚕庄镇山后白家幸福院,蚕庄镇山后白家,2700,64,公（村）办
招远市,蚕庄镇山后冯家幸福院,蚕庄镇山后冯家,3000,72,公（村）办
招远市,蚕庄镇山后傅家村幸福院,蚕庄镇山后付家村,845,20,公（村）办
招远市,金岭镇小河头村幸福院,金岭镇小河头村,1670,20,公（村）办
招远市,金岭镇唐家村幸福院,金岭镇唐家村,450,20,公（村）办
招远市,金岭镇山上隋家村幸福院,金岭镇山上隋家,400,20,公（村）办
招远市,金岭镇朱家村幸福院,金岭镇朱家,615.34,21,公（村）办
招远市,金岭镇山上孙家村幸福院,金岭镇山上孙家村,600,30,公（村）办
招远市,金岭镇山上李家村幸福院,金岭镇山上李家村,662.5,20,公（村）办
招远市,金岭镇大户陈家村幸福院,金岭镇大户陈家村,740,23,公（村）办
招远市,金岭镇上华山村幸福院,金岭镇上华山村,400,20,公（村）办
招远市,金岭镇赵书策村幸福院,金岭镇赵书策村,400,20,公（村）办
招远市,金岭镇西梧桐夼村幸福院,金岭镇西梧桐夼村,548,20,公（村）办
招远市,阜山镇北涝泊幸福院,阜山镇北涝泊,870,32,公（村）办
招远市,阜山镇九曲蒋家幸福院,阜山镇九曲蒋家,4500,42,公（村）办
招远市,阜山镇南院庄村幸福院,阜山镇南院庄村,528.6,22,公（村）办
招远市,夏甸社区幸福院,夏甸社区,436,20,公（村）办
招远市,夏甸镇姜家窑村幸福院,夏甸镇姜家窑村,480,21,公（村）办
招远市,夏甸镇岚子东村幸福院,夏甸镇岚子东村,410,22,公（村）办
招远市,夏甸镇青龙夼村幸福院,夏甸镇青龙夼村,412,20,公（村）办
招远市,夏甸镇上东庄村幸福院,夏甸镇上东庄村,425,20,公（村）办
招远市,夏甸镇西曹家村幸福院,夏甸镇西曹家村,460,25,公（村）办
招远市,夏甸镇西芝下村幸福院,夏甸镇西芝下村,480,22,公（村）办
招远市,夏甸镇后路家村幸福院,夏甸镇后路家村,410,20,公（村）办
招远市,玲珑镇罗山李家村幸福院,玲珑镇罗山李家,415,20,公（村）办
招远市,玲珑镇东庄头村幸福院,玲珑镇东庄头,642.746,20,公（村）办
招远市,玲珑镇欧家夼村幸福院,玲珑镇欧家夼,552.25,20,公（村）办
招远市,玲珑镇前花园村幸福院,玲珑镇前花园,450,20,公（村）办
招远市,玲珑镇柳家村幸福院,玲珑镇柳家,1200,20,公（村）办
招远市,玲珑镇吕格庄村幸福院,玲珑镇吕格庄,1500,20,公（村）办
招远市,玲珑镇大蒋家村幸福院,玲珑镇大蒋家,655,20,公（村）办
招远市,梦芝街道办路家河村幸福院,梦芝街道办路家河村,600,20,公（村）办
招远市,梦芝街道办十里铺村幸福院,梦芝街道办十里铺村,800,20,公（村）办
招远市,梦芝街道办事处埃子赵家村幸福院,梦芝街道办事处埃子赵家村,400,20,公（村）办
招远市,梦芝街道办事处城西路家村幸福院,梦芝街道办事处城西路家村,400,20,公（村）办
招远市,梦芝街道办事处黄土崖村幸福院,梦芝街道办事处黄土崖村,550,20,公（村）办
招远市,梦芝街道办事处增甲沟村幸福院,梦芝街道办事处增甲沟村,417,20,公（村）办
招远市,梦芝街道办事处张华孙家村幸福院,梦芝街道办事处张华孙家村,500,20,公（村）办
招远市,梦芝街道办事处张家庵农村幸福院,梦芝街道办事处张家庵村,400,20,公（村）办
招远市,齐山镇松岚子村幸福院,齐山镇松岚子村,402.75,20,公（村）办
招远市,齐山镇庄家坡村幸福院,齐山镇庄家坡村,483,22,公（村）办
招远市,齐山镇大泊子村幸福院,齐山镇大泊子村,420,20,公（村）办
招远市,齐山镇张秀家村幸福院,齐山镇张秀家村,435,20,公（村）办
招远市,齐山镇半壁店社区幸福院,齐山镇半壁店社区,800,20,公（村）办
招远市,张星镇丛家村幸福院,张星镇丛家村,460,30,公（村）办
招远市,张星镇大岚幸福院,张星镇大岚,1014,35,公（村）办
招远市,张星镇北栾家河村幸福院,张星镇北栾家河村,400,20,公（村）办
招远市,张星镇狗山李家村幸福院,张星镇狗山李家村,401,20,公（村）办
招远市,张星镇抬头赵家村幸福院,张星镇抬头赵家村,1600,20,公（村）办
招远市,张星镇地北头王家村幸福院,张星镇地北头王家村,418.37,20,公（村）办
招远市,张星镇杜家北村幸福院,张星镇杜家北村,466,20,公（村）办
招远市,张星镇馆前姜家村幸福院,张星镇馆前姜家村,777.14,20,公（村）办
招远市,张星镇馆前刘家村幸福院,张星镇馆前刘家村,450,20,公（村）办
招远市,张星镇纪山赵家村幸福院,张星镇纪山赵家村,400,20,公（村）办
招远市,张星镇英里幸福院,张星镇英里,460,22,公（村）办
招远市,张星镇东石家村幸福院,张星镇东石家村,407.56,20,公（村）办
招远市,张星镇盛家庄村幸福院,张星镇盛家庄村,402.35,20,公（村）办
招远市,张星镇小郝家村幸福院,张星镇小郝家村,456,20,公（村）办
招远市,张星镇宅科幸福院,张星镇宅科,450,30,公（村）办
招远市,招远市毕郭镇程家洼村幸福院,毕郭镇程家洼村,460,20,公（村）办
招远市,招远市毕郭镇东杨格庄村幸福院,毕郭镇东杨格庄村,450,20,公（村）办
招远市,毕郭镇毕郭吴家村幸福院,毕郭镇毕郭吴家村,435,20,公（村）办
招远市,毕郭镇西沟子村幸福院,毕郭镇西沟子村,539.56,20,公（村）办
招远市,毕郭镇滕家幸福院,毕郭镇滕家村,1296,26,公（村）办
招远市,招远市大秦家街道孙家村幸福院,招远市大秦家街道孙家,1000,20,公（村）办
招远市,招远市辛庄镇朱宋社区幸福院,招远市辛庄镇朱宋,2000,20,公（村）办
招远市,河西王家社区幸福院,招远市蚕庄镇河西王家,485,20,公（村）办
栖霞市,唐家泊镇肖家夼村幸福院,唐家泊镇肖家夼村,,20,公（村）办
栖霞市,观里镇大郝家庄村幸福院,大郝家庄村,,12,公（村）办
栖霞市,观里镇郭格庄村幸福院,郭格庄村,,12,公（村）办
栖霞市,观里镇新安村幸福院,新安村,,12,公（村）办
栖霞市,观里镇吴家泊村幸福院,吴家泊村,,12,公（村）办
栖霞市,杨础镇杨家圈村幸福院,杨家圈村,,12,公（村）办
栖霞市,杨础镇解家沟村幸福院,解家沟村,,20,公（村）办
栖霞市,庄园街道杜家庄村幸福院,杜家庄村,,12,公（村）办
栖霞市,迟家沟村幸福院,官道镇迟家沟村,410,20,公（村）办
栖霞市,松山村幸福院,松山街道松山村,560,20,公（村）办
栖霞市,孟家村幸福院,观里镇孟家村,400,20,公（村）办
栖霞市,林家寨村幸福院,西城镇林家寨村,400,20,公（村）办
栖霞市,孙疃社区老年人日间照料中心,官道镇孙疃村,480,20,公（村）办
栖霞市,蛇窝泊社区老年人日间照料中心 ,蛇窝泊镇蛇窝泊村,520,20,公（村）办
栖霞市,蛇窝泊镇连家庄社区老年人日间照料中心,蛇窝泊镇连家庄村,420,20,公（村）办
栖霞市,西城镇西城社区老年人日间照料中心,西城镇小河南村,450,20,公（村）办
栖霞市,观里社区老年人日间照料中心,观里镇观里村,413,20,公（村）办
栖霞市,大解家社区老年人日间照料中心,官道镇大解家村,1300,30,公（村）办
栖霞市,王家洼社区老年人日间照料中心,官道镇王家洼村,1490,20,公（村）办
栖霞市,前罗泊坡村幸福院,庙后镇前罗坡村,400,20,公（村）办
栖霞市,蛇窝泊镇南砦社区老年人日间照料中心,蛇窝泊镇南砦村,650,20,公（村）办
栖霞市,桃村镇安东村幸福院,栖霞市桃村镇安东村,370,20,公（村）办
栖霞市,桃村镇大白马夼村幸福院,桃村镇大白马夼村,400,20,公（村）办
栖霞市,西城镇马嘶庄农村幸福院,西城镇马嘶庄村,420,20,公（村）办
栖霞市,蛇窝泊镇朱留社区老年人日间照料中心,蛇窝泊镇朱留村,1048,20,公（村）办
栖霞市,桃村镇大楚留社区老年人日间照料中心,桃村镇大楚留村,411,20,公（村）办
栖霞市,桃村镇大庄头社区老年人日间照料中心,桃村镇大庄头村,400,20,公（村）办
栖霞市,桃村镇水有兰社区老年人日间照料中心,桃村镇水有兰村,800,20,公（村）办
栖霞市,桃村镇桃村社区老年人日间照料中心,桃村镇桃村村,400,20,公（村）办
栖霞市,桃村镇国路夼社区老年人日间照料中心,桃村镇国路夼村,1600,50,公（村）办
栖霞市,苏家店镇榆林头村幸福院,苏家店镇榆林头村,400,20,公（村）办
栖霞市,苏家店镇姜家村幸福院,苏家店镇姜家村,500,20,公（村）办
栖霞市,苏家店镇苏家店社区日间照料中心,苏家店镇苏家店村,600,20,公（村）办
栖霞市,杨家夼村幸福院,庙后镇杨家夼村,400,20,公（村）办
栖霞市,下邺夼村幸福院,庙后镇下邺夼村,400,20,公（村）办
栖霞市,富源社区老年人日间照料中心,翠屏街道十里庄村,600,30,公（村）办
栖霞市,河北社区老年人日间照料中心,翠屏街道大河北村,570,20,公（村）办
栖霞市,官道社区老年人日间照料中心,官道镇官道村,520,20,公（村）办
栖霞市,西店社区老年人日间照料中心,苏家店镇西店村,400,20,公（村）办
栖霞市,大韩家村幸福院,苏家店镇大韩家村,400,20,公（村）办
栖霞市,五林庄村幸福院,庙后镇五林庄村,400,20,公（村）办
栖霞市,小院村幸福院,观里镇小院村,400,20,公（村）办
栖霞市,孙家庄村幸福院,官道镇孙家庄村,500,20,公（村）办
栖霞市,上柳家村幸福院,官道镇上柳家村,470,20,公（村）办
栖霞市,杨树泊社区老年人日间照料中心,官道镇杨树泊村,600,20,公（村）办
栖霞市,杨础社区老年人日间照料中心,杨础镇杨础村,400,20,公（村）办
栖霞市,仓上村幸福院,西城镇仓上村,560,20,公（村）办
栖霞市,苗家沟社区老年人日间照料中心,西城镇苗家沟村,450,20,公（村）办
栖霞市,中桥村幸福院,经济开发区中桥村,485,20,公（村）办
栖霞市,燕地村幸福院,经济开发区燕地村,400,20,公（村）办
栖霞市,南桥村幸福院,经济开发区南桥村,460,20,公（村）办
栖霞市,草夼村幸福院,庄园街道草夼村,400,20,公（村）办
栖霞市,翠屏街道城关社区老年人日间照料中心,翠屏街道城关村,2085,50,公（村）办
栖霞市,辛庄社区老年人日间照料中心,观里镇辛庄村,405,20,公（村）办
栖霞市,蒋家庄社区老年人日间照料中心,观里镇蒋家庄村,1400,20,公（村）办
栖霞市,松山街道豹山口社区老年人日间照料中心,松山街道豹山口村,510,25,公（村）办
栖霞市,杨础镇榆格庄社区老年人日间照料中心,杨础镇榆格庄村,430,20,公（村）办
栖霞市,杨础镇沙峨社区老年人日间照料中心,杨础镇沙峨村,390,20,公（村）办
栖霞市,松山街道邹家社区老年人日间照料中心,松山街道邹家村,520,20,公（村）办
栖霞市,松山街道松山社区老年人日间照料中心,松山街道松山村,580,20,公（村）办
栖霞市,亭口镇亭口社区老年人日间照料中心,亭口镇野芝口村,400,20,公（村）办
栖霞市,寺口镇战家社区老年人日间照料中心,寺口镇战家村,800,20,公（村）办
栖霞市,翠屏街道刘家河社区老年人日间照料中心,翠屏街道刘家河村,420,20,公（村）办
栖霞市,西小韩家村幸福院,苏家店镇西小韩家村,400,20,公（村）办
栖霞市,赵格庄村幸福院,苏家店镇赵格庄村,420,20,公（村）办
栖霞市,石字线村幸福院,桃村镇石字线村,800,20,公（村）办
栖霞市,杨础村幸福院,杨础镇杨础村,400,20,公（村）办
栖霞市,后泊子幸福院,苏家店镇后泊子村,400,20,公（村）办
栖霞市,甄家庄村幸福院,官道镇甄家庄村,480,20,公（村）办
栖霞市,栾格庄村幸福院,官道镇栾格庄村,450,20,公（村）办
栖霞市,喇叭沟村幸福院,官道镇喇叭沟村,450,20,公（村）办
栖霞市,中村幸福院,亭口镇中村村,450,20,公（村）办
栖霞市,前亭口村幸福院,亭口镇前亭口村,420,20,公（村）办
栖霞市,庙后镇上林家村幸福院,庙后镇上林家村,400,20,公（村）办
栖霞市,高家庄村幸福院,桃村镇高家庄村,400,20,公（村）办
栖霞市,甲格庄村幸福院,桃村镇甲格庄村,390,20,公（村）办
栖霞市,前阳窝村幸福院,翠屏街道前阳窝村,1800,20,公（村）办
栖霞市,崖后村幸福院,观里镇崖后村,441,20,公（村）办
栖霞市,慕家庄村幸福院,观里镇慕家庄村,500,20,公（村）办
栖霞市,庄园街道黄夼吕家村幸福院,庄园街道黄夼吕家村,410,20,公（村）办
栖霞市,小东庄村幸福院,官道镇小东庄村,400,20,公（村）办
栖霞市,唐家泊村幸福院,唐家泊镇唐家泊村,500,20,公（村）办
栖霞市,南林家村幸福院,杨础镇南林家村,400,20,公（村）办
栖霞市,集后村幸福院,苏家店镇集后村,440,20,公（村）办
栖霞市,孔家庄村幸福院,桃村镇孔家庄村,600,20,公（村）办
海阳市,海阳市宅科村幸福院,烟台市海阳市东村街道宅科,900,30,民办
海阳市,海阳市凤城街道中村幸福院,烟台市海阳市凤城街道中村社区,2600,87,民办
海阳市,海阳市凤城街道陂子头村幸福院,烟台市海阳市凤城街道陂子头,1570,56,民办
海阳市,核电区霞河头村幸福院,烟台市海阳市核电装备制造工业园区大辛家,400,40,民办
海阳市,姜格庄村幸福院,烟台市海阳市留格庄镇姜格庄,800,30,民办
海阳市,民生村幸福院,烟台市海阳市留格庄镇民生,207,35,民办
海阳市,蒲莱河村幸福院,烟台市海阳市留格庄镇蒲莱河,420,50,民办
海阳市,小滩村幸福院,烟台市海阳市留格庄镇小滩,300,35,民办
海阳市,窑头村幸福院,烟台市海阳市留格庄镇窑头,700,35,民办
海阳市,寨后村幸福院,烟台市海阳市核电装备制造工业园区寨后,400,25,民办
海阳市,郭城镇当道幸福院,烟台市海阳市郭城镇当道,5000,30,公（村）办
海阳市,郭城镇二村幸福院,烟台市海阳市郭城镇郭城二村,800,50,民办
海阳市,上吼山幸福院,烟台市海阳市徐家店镇上吼山,410,30,民办
海阳市,徐家店镇社区幸福院,烟台市海阳市徐家店镇徐家店,400,48,民办
海阳市,北槐树底幸福院,烟台市海阳市发城镇北槐树底,540,40,民办
海阳市,长宇幸福苑,烟台市海阳市发城镇长宇,518,25,民办
海阳市,王家山后幸福院,烟台市海阳市发城镇,600,40,民办
海阳市,榆山后村幸福苑,烟台市海阳市发城镇榆山后,455,30,民办
海阳市,忠厚村幸福院,烟台市海阳市发城镇忠厚,1849,55,民办
海阳市,庶村幸福院,烟台市海阳市行村镇庶村,627,34,民办
海阳市,汪格社区幸福院,烟台市海阳市行村镇汪格庄,1112,50,民办
海阳市,行村镇丁格庄幸福院,烟台市海阳市行村镇丁格庄,500,40,民办
海阳市,行村镇行三幸福院,烟台市海阳市行村镇行村三村,620,50,民办
海阳市,迎春社区幸福院,烟台市海阳市行村镇迎春,4700,60,民办
海阳市,辛安镇南茂梓村幸福院,烟台市海阳市辛安镇南茂梓,500,40,民办
